IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.18.154.233,1,1,0.00,131.36,0.00,N/A
104.17.53.30,1,1,0.00,131.38,0.00,N/A
104.17.9.167,1,1,0.00,131.39,0.00,N/A
104.19.53.94,1,1,0.00,131.41,0.00,N/A
162.159.212.31,1,1,0.00,131.43,0.00,N/A
104.16.185.57,1,1,0.00,131.44,0.00,N/A
104.18.215.45,1,1,0.00,131.54,0.00,N/A
104.16.243.37,1,1,0.00,131.55,0.00,N/A
104.16.14.27,1,1,0.00,131.61,0.00,N/A
104.17.47.2,1,1,0.00,131.62,0.00,N/A
104.18.211.56,1,1,0.00,131.62,0.00,N/A
104.17.34.37,1,1,0.00,131.72,0.00,N/A
172.64.95.177,1,1,0.00,131.77,0.00,N/A
162.159.213.222,1,1,0.00,131.79,0.00,N/A
104.17.251.8,1,1,0.00,131.82,0.00,N/A
172.65.192.211,1,1,0.00,131.85,0.00,N/A
104.18.62.208,1,1,0.00,131.91,0.00,N/A
104.17.193.139,1,1,0.00,131.99,0.00,N/A
104.19.90.112,1,1,0.00,132.02,0.00,N/A
104.18.55.242,1,1,0.00,132.03,0.00,N/A
104.16.159.83,1,1,0.00,132.04,0.00,N/A
104.19.179.169,1,1,0.00,132.07,0.00,N/A
104.18.104.98,1,1,0.00,132.13,0.00,N/A
172.64.84.221,1,1,0.00,132.14,0.00,N/A
104.16.48.128,1,1,0.00,132.16,0.00,N/A
104.19.29.123,1,1,0.00,132.20,0.00,N/A
104.19.165.142,1,1,0.00,132.21,0.00,N/A
172.64.235.244,1,1,0.00,132.25,0.00,N/A
104.17.192.3,1,1,0.00,132.26,0.00,N/A
104.16.175.14,1,1,0.00,132.30,0.00,N/A
104.16.60.113,1,1,0.00,132.34,0.00,N/A
104.19.4.17,1,1,0.00,132.35,0.00,N/A
141.101.115.1,1,1,0.00,132.36,0.00,N/A
104.16.249.200,1,1,0.00,132.38,0.00,N/A
104.16.212.167,1,1,0.00,132.43,0.00,N/A
104.16.242.207,1,1,0.00,132.43,0.00,N/A
104.17.28.91,1,1,0.00,132.48,0.00,N/A
104.19.65.206,1,1,0.00,132.56,0.00,N/A
104.16.157.183,1,1,0.00,132.58,0.00,N/A
104.18.74.74,1,1,0.00,132.59,0.00,N/A
104.18.143.62,1,1,0.00,132.60,0.00,N/A
104.18.237.117,1,1,0.00,132.73,0.00,N/A
104.16.40.252,1,1,0.00,132.73,0.00,N/A
104.16.27.78,1,1,0.00,132.73,0.00,N/A
104.16.201.228,1,1,0.00,132.73,0.00,N/A
104.18.63.11,1,1,0.00,132.81,0.00,N/A
104.19.1.207,1,1,0.00,132.82,0.00,N/A
198.41.219.249,1,1,0.00,132.85,0.00,N/A
172.65.220.107,1,1,0.00,132.85,0.00,N/A
104.16.225.205,1,1,0.00,132.91,0.00,N/A
104.16.209.7,1,1,0.00,132.93,0.00,N/A
104.18.245.125,1,1,0.00,132.99,0.00,N/A
104.18.110.8,1,1,0.00,133.04,0.00,N/A
198.41.218.195,1,1,0.00,133.06,0.00,N/A
104.19.110.227,1,1,0.00,133.10,0.00,N/A
104.19.233.60,1,1,0.00,133.15,0.00,N/A
104.17.164.244,1,1,0.00,133.18,0.00,N/A
104.17.12.76,1,1,0.00,133.30,0.00,N/A
104.16.91.32,1,1,0.00,133.34,0.00,N/A
104.16.194.248,1,1,0.00,133.36,0.00,N/A
104.17.36.54,1,1,0.00,133.37,0.00,N/A
104.19.150.108,1,1,0.00,133.43,0.00,N/A
104.16.158.20,1,1,0.00,133.45,0.00,N/A
104.17.246.8,1,1,0.00,133.56,0.00,N/A
104.18.193.115,1,1,0.00,133.59,0.00,N/A
162.159.201.163,1,1,0.00,133.60,0.00,N/A
104.16.3.6,1,1,0.00,133.61,0.00,N/A
104.18.80.86,1,1,0.00,133.70,0.00,N/A
104.16.26.103,1,1,0.00,133.74,0.00,N/A
172.65.227.144,1,1,0.00,133.86,0.00,N/A
104.16.183.22,1,1,0.00,133.92,0.00,N/A
104.19.172.136,1,1,0.00,134.18,0.00,N/A
172.64.98.79,1,1,0.00,134.26,0.00,N/A
104.17.249.26,1,1,0.00,134.39,0.00,N/A
104.16.76.177,1,1,0.00,134.40,0.00,N/A
104.19.2.185,1,1,0.00,134.56,0.00,N/A
104.19.31.189,1,1,0.00,134.57,0.00,N/A
172.65.250.90,1,1,0.00,134.70,0.00,N/A
104.17.93.4,1,1,0.00,135.39,0.00,N/A
104.17.0.157,1,1,0.00,135.60,0.00,N/A
104.18.91.187,1,1,0.00,135.82,0.00,N/A
104.18.231.161,1,1,0.00,135.93,0.00,N/A
104.19.95.103,1,1,0.00,135.94,0.00,N/A
104.18.84.169,1,1,0.00,135.98,0.00,N/A
104.18.129.43,1,1,0.00,135.98,0.00,N/A
104.16.57.21,1,1,0.00,136.14,0.00,N/A
104.17.212.226,1,1,0.00,136.31,0.00,N/A
104.18.69.2,1,1,0.00,136.91,0.00,N/A
104.18.107.133,1,1,0.00,137.09,0.00,N/A
104.19.102.202,1,1,0.00,137.20,0.00,N/A
104.18.61.122,1,1,0.00,137.24,0.00,N/A
104.21.232.238,1,1,0.00,137.55,0.00,N/A
104.19.42.142,1,1,0.00,137.58,0.00,N/A
162.159.250.56,1,1,0.00,137.60,0.00,N/A
104.16.231.80,1,1,0.00,137.81,0.00,N/A
104.18.235.237,1,1,0.00,137.83,0.00,N/A
104.19.232.57,1,1,0.00,138.01,0.00,N/A
141.101.122.145,1,1,0.00,138.02,0.00,N/A
104.19.188.83,1,1,0.00,138.04,0.00,N/A
162.159.241.170,1,1,0.00,138.10,0.00,N/A
104.18.217.45,1,1,0.00,138.10,0.00,N/A
162.159.255.38,1,1,0.00,138.12,0.00,N/A
104.19.142.200,1,1,0.00,138.14,0.00,N/A
104.17.16.16,1,1,0.00,138.16,0.00,N/A
104.18.65.129,1,1,0.00,138.22,0.00,N/A
104.18.118.108,1,1,0.00,138.28,0.00,N/A
104.16.126.208,1,1,0.00,138.36,0.00,N/A
172.64.81.149,1,1,0.00,138.40,0.00,N/A
104.17.221.229,1,1,0.00,138.44,0.00,N/A
104.19.253.0,1,1,0.00,138.53,0.00,N/A
104.19.128.207,1,1,0.00,138.56,0.00,N/A
104.18.23.247,1,1,0.00,138.61,0.00,N/A
104.18.19.142,1,1,0.00,138.61,0.00,N/A
104.18.67.43,1,1,0.00,138.62,0.00,N/A
104.19.100.64,1,1,0.00,138.62,0.00,N/A
104.18.24.140,1,1,0.00,138.64,0.00,N/A
104.19.209.131,1,1,0.00,138.75,0.00,N/A
104.16.121.215,1,1,0.00,138.89,0.00,N/A
162.159.243.9,1,1,0.00,138.90,0.00,N/A
104.21.237.51,1,1,0.00,138.94,0.00,N/A
104.17.59.18,1,1,0.00,138.99,0.00,N/A
104.17.61.151,1,1,0.00,139.01,0.00,N/A
104.18.28.238,1,1,0.00,139.05,0.00,N/A
104.16.140.86,1,1,0.00,139.11,0.00,N/A
104.17.42.232,1,1,0.00,139.11,0.00,N/A
104.17.215.207,1,1,0.00,139.12,0.00,N/A
104.19.251.219,1,1,0.00,139.17,0.00,N/A
104.19.135.240,1,1,0.00,139.19,0.00,N/A
104.18.29.14,1,1,0.00,139.20,0.00,N/A
104.18.165.172,1,1,0.00,139.20,0.00,N/A
104.17.150.55,1,1,0.00,139.36,0.00,N/A
104.16.220.206,1,1,0.00,139.41,0.00,N/A
104.21.225.137,1,1,0.00,139.43,0.00,N/A
104.16.127.171,1,1,0.00,139.53,0.00,N/A
104.19.186.152,1,1,0.00,139.57,0.00,N/A
104.19.212.160,1,1,0.00,139.60,0.00,N/A
104.18.54.90,1,1,0.00,139.62,0.00,N/A
104.21.234.73,1,1,0.00,139.62,0.00,N/A
104.21.227.27,1,1,0.00,139.65,0.00,N/A
104.18.88.86,1,1,0.00,139.66,0.00,N/A
104.17.204.200,1,1,0.00,139.72,0.00,N/A
104.16.113.129,1,1,0.00,139.79,0.00,N/A
104.16.21.21,1,1,0.00,139.95,0.00,N/A
104.19.255.62,1,1,0.00,139.96,0.00,N/A
162.159.240.101,1,1,0.00,139.98,0.00,N/A
104.17.223.69,1,1,0.00,140.07,0.00,N/A
104.18.209.109,1,1,0.00,140.07,0.00,N/A
104.19.252.234,1,1,0.00,140.08,0.00,N/A
104.19.126.233,1,1,0.00,140.17,0.00,N/A
104.19.36.211,1,1,0.00,140.17,0.00,N/A
104.16.132.221,1,1,0.00,140.24,0.00,N/A
104.19.145.162,1,1,0.00,140.24,0.00,N/A
104.17.74.55,1,1,0.00,140.25,0.00,N/A
104.16.52.154,1,1,0.00,140.31,0.00,N/A
104.18.206.86,1,1,0.00,140.32,0.00,N/A
104.16.119.187,1,1,0.00,140.34,0.00,N/A
104.16.69.196,1,1,0.00,140.37,0.00,N/A
104.17.129.18,1,1,0.00,140.38,0.00,N/A
104.16.88.253,1,1,0.00,140.39,0.00,N/A
104.18.48.38,1,1,0.00,140.40,0.00,N/A
104.19.11.147,1,1,0.00,140.41,0.00,N/A
104.19.160.82,1,1,0.00,140.41,0.00,N/A
104.17.5.37,1,1,0.00,140.47,0.00,N/A
104.17.229.3,1,1,0.00,140.52,0.00,N/A
104.19.101.227,1,1,0.00,140.53,0.00,N/A
104.17.99.168,1,1,0.00,140.54,0.00,N/A
104.16.118.64,1,1,0.00,140.56,0.00,N/A
104.19.52.44,1,1,0.00,140.58,0.00,N/A
104.18.95.34,1,1,0.00,140.60,0.00,N/A
104.19.237.215,1,1,0.00,140.61,0.00,N/A
104.18.208.56,1,1,0.00,140.62,0.00,N/A
104.16.213.225,1,1,0.00,140.65,0.00,N/A
104.18.4.21,1,1,0.00,140.69,0.00,N/A
104.17.63.171,1,1,0.00,140.73,0.00,N/A
104.16.70.132,1,1,0.00,140.82,0.00,N/A
162.159.207.105,1,1,0.00,140.83,0.00,N/A
104.17.255.70,1,1,0.00,140.84,0.00,N/A
104.16.252.154,1,1,0.00,140.86,0.00,N/A
104.19.191.12,1,1,0.00,140.91,0.00,N/A
104.18.230.178,1,1,0.00,140.92,0.00,N/A
104.18.160.252,1,1,0.00,140.92,0.00,N/A
104.16.246.195,1,1,0.00,140.96,0.00,N/A
104.16.64.189,1,1,0.00,141.07,0.00,N/A
104.18.26.194,1,1,0.00,141.18,0.00,N/A
104.17.147.204,1,1,0.00,141.20,0.00,N/A
172.65.199.168,1,1,0.00,141.28,0.00,N/A
104.16.115.158,1,1,0.00,141.32,0.00,N/A
104.18.207.82,1,1,0.00,141.33,0.00,N/A
104.16.154.87,1,1,0.00,141.33,0.00,N/A
104.17.55.152,1,1,0.00,141.34,0.00,N/A
104.18.81.194,1,1,0.00,141.36,0.00,N/A
104.19.222.153,1,1,0.00,141.41,0.00,N/A
104.19.221.168,1,1,0.00,141.42,0.00,N/A
104.17.181.110,1,1,0.00,141.43,0.00,N/A
104.16.73.96,1,1,0.00,141.45,0.00,N/A
104.17.123.168,1,1,0.00,141.48,0.00,N/A
104.21.226.126,1,1,0.00,141.50,0.00,N/A
104.17.122.201,1,1,0.00,141.54,0.00,N/A
162.159.198.138,1,1,0.00,141.55,0.00,N/A
104.19.64.94,1,1,0.00,141.72,0.00,N/A
104.16.35.115,1,1,0.00,141.76,0.00,N/A
104.17.222.124,1,1,0.00,141.81,0.00,N/A
104.16.71.54,1,1,0.00,141.85,0.00,N/A
104.21.233.225,1,1,0.00,141.88,0.00,N/A
104.16.83.243,1,1,0.00,141.96,0.00,N/A
104.16.133.68,1,1,0.00,141.97,0.00,N/A
104.18.239.85,1,1,0.00,142.01,0.00,N/A
104.16.122.142,1,1,0.00,142.06,0.00,N/A
104.18.226.152,1,1,0.00,142.08,0.00,N/A
104.19.158.213,1,1,0.00,142.18,0.00,N/A
104.19.124.18,1,1,0.00,142.19,0.00,N/A
104.17.19.123,1,1,0.00,142.20,0.00,N/A
104.19.119.179,1,1,0.00,142.33,0.00,N/A
104.18.64.232,1,1,0.00,142.34,0.00,N/A
104.19.205.85,1,1,0.00,142.43,0.00,N/A
172.65.248.126,1,1,0.00,142.44,0.00,N/A
104.19.35.137,1,1,0.00,142.46,0.00,N/A
104.18.175.120,1,1,0.00,142.47,0.00,N/A
104.17.189.113,1,1,0.00,142.57,0.00,N/A
104.19.81.56,1,1,0.00,142.62,0.00,N/A
104.18.17.51,1,1,0.00,142.63,0.00,N/A
104.18.197.80,1,1,0.00,142.67,0.00,N/A
104.16.193.129,1,1,0.00,142.70,0.00,N/A
104.17.92.36,1,1,0.00,142.71,0.00,N/A
104.19.250.117,1,1,0.00,142.72,0.00,N/A
104.18.114.119,1,1,0.00,142.77,0.00,N/A
104.18.222.202,1,1,0.00,142.93,0.00,N/A
172.64.80.198,1,1,0.00,142.96,0.00,N/A
104.19.129.251,1,1,0.00,143.07,0.00,N/A
104.19.134.176,1,1,0.00,143.11,0.00,N/A
103.21.244.42,1,1,0.00,143.12,0.00,N/A
104.18.147.177,1,1,0.00,143.15,0.00,N/A
104.18.212.197,1,1,0.00,143.17,0.00,N/A
172.66.2.95,1,1,0.00,143.17,0.00,N/A
104.18.52.93,1,1,0.00,143.23,0.00,N/A
198.41.198.186,1,1,0.00,143.29,0.00,N/A
104.16.44.193,1,1,0.00,143.30,0.00,N/A
104.16.238.17,1,1,0.00,143.34,0.00,N/A
172.65.231.0,1,1,0.00,143.35,0.00,N/A
104.17.211.75,1,1,0.00,143.43,0.00,N/A
104.18.243.130,1,1,0.00,143.59,0.00,N/A
104.18.89.159,1,1,0.00,143.71,0.00,N/A
104.18.30.250,1,1,0.00,143.92,0.00,N/A
104.17.58.47,1,1,0.00,143.96,0.00,N/A
104.18.181.226,1,1,0.00,144.60,0.00,N/A
104.29.125.21,1,1,0.00,144.63,0.00,N/A
162.159.249.13,1,1,0.00,144.68,0.00,N/A
104.18.126.28,1,1,0.00,144.73,0.00,N/A
104.18.177.37,1,1,0.00,144.74,0.00,N/A
104.16.19.21,1,1,0.00,145.12,0.00,N/A
162.159.247.24,1,1,0.00,145.12,0.00,N/A
104.18.113.191,1,1,0.00,145.34,0.00,N/A
104.18.246.137,1,1,0.00,145.43,0.00,N/A
104.19.43.93,1,1,0.00,145.68,0.00,N/A
104.18.132.116,1,1,0.00,145.71,0.00,N/A
104.18.179.66,1,1,0.00,145.82,0.00,N/A
104.18.27.195,1,1,0.00,145.86,0.00,N/A
104.19.38.160,1,1,0.00,145.99,0.00,N/A
104.17.247.134,1,1,0.00,146.11,0.00,N/A
104.18.50.18,1,1,0.00,146.19,0.00,N/A
104.19.219.85,1,1,0.00,146.23,0.00,N/A
104.18.70.133,1,1,0.00,146.51,0.00,N/A
104.19.178.229,1,1,0.00,146.61,0.00,N/A
104.19.177.122,1,1,0.00,146.68,0.00,N/A
104.17.102.88,1,1,0.00,146.68,0.00,N/A
104.19.20.165,1,1,0.00,146.69,0.00,N/A
104.18.159.31,1,1,0.00,146.75,0.00,N/A
104.16.75.122,1,1,0.00,146.76,0.00,N/A
104.16.131.207,1,1,0.00,146.78,0.00,N/A
104.17.153.23,1,1,0.00,146.83,0.00,N/A
104.17.170.233,1,1,0.00,146.83,0.00,N/A
172.65.218.203,1,1,0.00,146.87,0.00,N/A
104.16.81.147,1,1,0.00,146.91,0.00,N/A
104.16.142.35,1,1,0.00,146.94,0.00,N/A
104.17.50.230,1,1,0.00,146.95,0.00,N/A
104.19.45.3,1,1,0.00,146.95,0.00,N/A
104.16.108.65,1,1,0.00,146.96,0.00,N/A
104.17.94.93,1,1,0.00,146.98,0.00,N/A
104.16.8.150,1,1,0.00,147.00,0.00,N/A
104.16.49.129,1,1,0.00,147.02,0.00,N/A
104.18.187.134,1,1,0.00,147.02,0.00,N/A
104.17.239.250,1,1,0.00,147.04,0.00,N/A
104.18.13.181,1,1,0.00,147.05,0.00,N/A
104.17.26.96,1,1,0.00,147.05,0.00,N/A
104.17.154.29,1,1,0.00,147.07,0.00,N/A
104.16.110.229,1,1,0.00,147.10,0.00,N/A
104.19.163.162,1,1,0.00,147.11,0.00,N/A
104.17.158.63,1,1,0.00,147.14,0.00,N/A
104.19.60.80,1,1,0.00,147.14,0.00,N/A
104.19.215.4,1,1,0.00,147.17,0.00,N/A
104.19.88.60,1,1,0.00,147.17,0.00,N/A
104.19.78.143,1,1,0.00,147.17,0.00,N/A
104.19.155.187,1,1,0.00,147.18,0.00,N/A
104.17.70.106,1,1,0.00,147.18,0.00,N/A
104.17.124.109,1,1,0.00,147.18,0.00,N/A
104.18.93.199,1,1,0.00,147.21,0.00,N/A
104.17.241.44,1,1,0.00,147.21,0.00,N/A
104.17.234.105,1,1,0.00,147.23,0.00,N/A
104.17.141.156,1,1,0.00,147.27,0.00,N/A
104.18.171.79,1,1,0.00,147.28,0.00,N/A
104.17.148.168,1,1,0.00,147.31,0.00,N/A
104.17.27.143,1,1,0.00,147.32,0.00,N/A
104.18.101.198,1,1,0.00,147.32,0.00,N/A
104.19.22.16,1,1,0.00,147.34,0.00,N/A
104.17.157.125,1,1,0.00,147.35,0.00,N/A
104.17.30.201,1,1,0.00,147.35,0.00,N/A
104.17.242.180,1,1,0.00,147.37,0.00,N/A
104.17.174.223,1,1,0.00,147.38,0.00,N/A
