IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.16.13.163,1,1,0.00,147.40,0.00,N/A
104.18.233.30,1,1,0.00,147.41,0.00,N/A
104.19.6.3,1,1,0.00,147.43,0.00,N/A
104.19.14.55,1,1,0.00,147.44,0.00,N/A
104.16.31.191,1,1,0.00,147.45,0.00,N/A
172.65.214.0,1,1,0.00,147.45,0.00,N/A
104.17.71.200,1,1,0.00,147.46,0.00,N/A
104.17.130.23,1,1,0.00,147.47,0.00,N/A
104.16.192.157,1,1,0.00,147.49,0.00,N/A
104.16.237.228,1,1,0.00,147.50,0.00,N/A
104.18.68.20,1,1,0.00,147.51,0.00,N/A
104.17.190.249,1,1,0.00,147.52,0.00,N/A
104.16.37.23,1,1,0.00,147.52,0.00,N/A
104.19.234.194,1,1,0.00,147.55,0.00,N/A
104.19.28.149,1,1,0.00,147.56,0.00,N/A
104.19.32.251,1,1,0.00,147.57,0.00,N/A
104.19.39.173,1,1,0.00,147.61,0.00,N/A
172.64.91.76,1,1,0.00,147.63,0.00,N/A
104.17.199.246,1,1,0.00,147.64,0.00,N/A
104.17.244.8,1,1,0.00,147.64,0.00,N/A
104.16.163.14,1,1,0.00,147.65,0.00,N/A
104.16.145.148,1,1,0.00,147.65,0.00,N/A
104.19.69.25,1,1,0.00,147.66,0.00,N/A
104.18.6.248,1,1,0.00,147.66,0.00,N/A
104.18.168.80,1,1,0.00,147.66,0.00,N/A
104.18.71.115,1,1,0.00,147.66,0.00,N/A
104.16.36.118,1,1,0.00,147.68,0.00,N/A
104.17.77.41,1,1,0.00,147.70,0.00,N/A
104.19.176.170,1,1,0.00,147.70,0.00,N/A
104.19.230.57,1,1,0.00,147.71,0.00,N/A
104.16.191.246,1,1,0.00,147.72,0.00,N/A
104.16.190.9,1,1,0.00,147.72,0.00,N/A
172.65.245.88,1,1,0.00,147.73,0.00,N/A
104.16.187.227,1,1,0.00,147.74,0.00,N/A
104.17.142.97,1,1,0.00,147.75,0.00,N/A
104.18.96.217,1,1,0.00,147.78,0.00,N/A
104.19.41.104,1,1,0.00,147.79,0.00,N/A
104.17.139.21,1,1,0.00,147.80,0.00,N/A
162.159.193.179,1,1,0.00,147.82,0.00,N/A
104.16.211.46,1,1,0.00,147.83,0.00,N/A
104.17.15.156,1,1,0.00,147.84,0.00,N/A
172.65.224.19,1,1,0.00,147.85,0.00,N/A
104.18.213.167,1,1,0.00,147.87,0.00,N/A
104.18.111.190,1,1,0.00,147.89,0.00,N/A
172.66.44.159,1,1,0.00,147.91,0.00,N/A
104.17.194.181,1,1,0.00,147.94,0.00,N/A
104.17.149.19,1,1,0.00,147.94,0.00,N/A
104.18.51.68,1,1,0.00,147.97,0.00,N/A
104.16.177.170,1,1,0.00,147.99,0.00,N/A
104.17.98.106,1,1,0.00,148.00,0.00,N/A
104.19.7.66,1,1,0.00,148.01,0.00,N/A
104.19.70.166,1,1,0.00,148.03,0.00,N/A
104.18.241.72,1,1,0.00,148.04,0.00,N/A
104.16.247.93,1,1,0.00,148.06,0.00,N/A
104.17.167.20,1,1,0.00,148.07,0.00,N/A
104.19.107.0,1,1,0.00,148.08,0.00,N/A
104.19.211.105,1,1,0.00,148.09,0.00,N/A
104.16.63.189,1,1,0.00,148.09,0.00,N/A
104.16.96.98,1,1,0.00,148.11,0.00,N/A
104.17.100.204,1,1,0.00,148.12,0.00,N/A
104.18.128.187,1,1,0.00,148.14,0.00,N/A
104.19.238.76,1,1,0.00,148.14,0.00,N/A
104.17.83.23,1,1,0.00,148.14,0.00,N/A
104.16.226.40,1,1,0.00,148.16,0.00,N/A
104.17.128.29,1,1,0.00,148.18,0.00,N/A
104.19.198.74,1,1,0.00,148.19,0.00,N/A
104.16.120.121,1,1,0.00,148.19,0.00,N/A
104.17.107.45,1,1,0.00,148.20,0.00,N/A
104.17.224.28,1,1,0.00,148.21,0.00,N/A
104.19.40.221,1,1,0.00,148.22,0.00,N/A
198.41.214.186,1,1,0.00,148.22,0.00,N/A
104.18.83.155,1,1,0.00,148.23,0.00,N/A
104.19.92.85,1,1,0.00,148.23,0.00,N/A
104.18.14.32,1,1,0.00,148.23,0.00,N/A
104.18.205.203,1,1,0.00,148.24,0.00,N/A
104.17.91.238,1,1,0.00,148.25,0.00,N/A
104.19.180.219,1,1,0.00,148.26,0.00,N/A
104.19.203.162,1,1,0.00,148.27,0.00,N/A
104.18.124.138,1,1,0.00,148.27,0.00,N/A
104.18.184.167,1,1,0.00,148.31,0.00,N/A
104.18.10.138,1,1,0.00,148.31,0.00,N/A
104.17.136.47,1,1,0.00,148.32,0.00,N/A
172.65.195.95,1,1,0.00,148.33,0.00,N/A
104.17.108.159,1,1,0.00,148.34,0.00,N/A
104.19.62.11,1,1,0.00,148.34,0.00,N/A
104.16.173.254,1,1,0.00,148.35,0.00,N/A
104.16.84.120,1,1,0.00,148.35,0.00,N/A
162.159.246.106,1,1,0.00,148.36,0.00,N/A
104.18.162.158,1,1,0.00,148.37,0.00,N/A
104.19.27.122,1,1,0.00,148.38,0.00,N/A
104.16.82.177,1,1,0.00,148.38,0.00,N/A
104.16.250.6,1,1,0.00,148.42,0.00,N/A
104.16.203.185,1,1,0.00,148.44,0.00,N/A
172.66.3.4,1,1,0.00,148.44,0.00,N/A
104.17.132.252,1,1,0.00,148.45,0.00,N/A
104.16.46.60,1,1,0.00,148.46,0.00,N/A
104.17.252.168,1,1,0.00,148.47,0.00,N/A
104.18.139.139,1,1,0.00,148.49,0.00,N/A
104.17.178.233,1,1,0.00,148.49,0.00,N/A
172.65.255.143,1,1,0.00,148.51,0.00,N/A
104.16.171.239,1,1,0.00,148.52,0.00,N/A
104.19.242.91,1,1,0.00,148.53,0.00,N/A
104.17.236.208,1,1,0.00,148.53,0.00,N/A
104.17.68.209,1,1,0.00,148.54,0.00,N/A
104.18.156.56,1,1,0.00,148.56,0.00,N/A
104.17.203.67,1,1,0.00,148.57,0.00,N/A
104.19.206.49,1,1,0.00,148.59,0.00,N/A
104.16.176.141,1,1,0.00,148.60,0.00,N/A
104.17.37.107,1,1,0.00,148.61,0.00,N/A
104.16.182.231,1,1,0.00,148.61,0.00,N/A
162.159.244.107,1,1,0.00,148.61,0.00,N/A
104.19.140.175,1,1,0.00,148.65,0.00,N/A
104.18.247.43,1,1,0.00,148.65,0.00,N/A
104.18.59.172,1,1,0.00,148.66,0.00,N/A
104.16.188.111,1,1,0.00,148.66,0.00,N/A
104.18.125.71,1,1,0.00,148.67,0.00,N/A
104.16.93.88,1,1,0.00,148.71,0.00,N/A
104.17.33.17,1,1,0.00,148.76,0.00,N/A
104.19.201.202,1,1,0.00,148.78,0.00,N/A
104.18.172.64,1,1,0.00,148.80,0.00,N/A
104.16.97.10,1,1,0.00,148.80,0.00,N/A
104.16.80.56,1,1,0.00,148.81,0.00,N/A
104.17.110.190,1,1,0.00,148.81,0.00,N/A
104.16.218.172,1,1,0.00,148.82,0.00,N/A
172.64.89.253,1,1,0.00,148.82,0.00,N/A
104.16.160.110,1,1,0.00,148.83,0.00,N/A
104.18.123.109,1,1,0.00,148.83,0.00,N/A
104.16.205.92,1,1,0.00,148.84,0.00,N/A
104.16.43.20,1,1,0.00,148.84,0.00,N/A
104.16.245.35,1,1,0.00,148.86,0.00,N/A
104.19.21.253,1,1,0.00,148.87,0.00,N/A
104.19.147.131,1,1,0.00,148.88,0.00,N/A
104.18.228.144,1,1,0.00,148.88,0.00,N/A
104.17.225.229,1,1,0.00,148.90,0.00,N/A
104.17.21.22,1,1,0.00,148.92,0.00,N/A
104.17.22.192,1,1,0.00,148.92,0.00,N/A
104.17.23.192,1,1,0.00,148.92,0.00,N/A
172.64.79.88,1,1,0.00,148.93,0.00,N/A
104.18.92.156,1,1,0.00,148.93,0.00,N/A
104.19.159.178,1,1,0.00,148.94,0.00,N/A
104.17.80.199,1,1,0.00,148.97,0.00,N/A
104.19.153.145,1,1,0.00,148.98,0.00,N/A
172.66.43.79,1,1,0.00,148.98,0.00,N/A
104.18.85.61,1,1,0.00,148.99,0.00,N/A
104.17.78.248,1,1,0.00,149.00,0.00,N/A
104.17.76.82,1,1,0.00,149.01,0.00,N/A
104.19.67.32,1,1,0.00,149.01,0.00,N/A
104.18.97.35,1,1,0.00,149.04,0.00,N/A
172.66.46.39,1,1,0.00,149.04,0.00,N/A
104.16.111.228,1,1,0.00,149.06,0.00,N/A
104.16.248.143,1,1,0.00,149.06,0.00,N/A
104.18.189.177,1,1,0.00,149.13,0.00,N/A
104.17.45.193,1,1,0.00,149.14,0.00,N/A
104.19.239.20,1,1,0.00,149.16,0.00,N/A
104.17.135.18,1,1,0.00,149.16,0.00,N/A
104.19.167.29,1,1,0.00,149.19,0.00,N/A
104.19.105.22,1,1,0.00,149.19,0.00,N/A
104.18.127.65,1,1,0.00,149.20,0.00,N/A
172.65.238.108,1,1,0.00,149.22,0.00,N/A
172.65.225.23,1,1,0.00,149.23,0.00,N/A
104.18.31.50,1,1,0.00,149.24,0.00,N/A
104.16.215.242,1,1,0.00,149.26,0.00,N/A
104.19.72.66,1,1,0.00,149.26,0.00,N/A
104.18.106.34,1,1,0.00,149.27,0.00,N/A
198.41.195.14,1,1,0.00,149.27,0.00,N/A
104.16.39.238,1,1,0.00,149.28,0.00,N/A
198.41.209.178,1,1,0.00,149.31,0.00,N/A
104.16.78.93,1,1,0.00,149.33,0.00,N/A
104.19.241.163,1,1,0.00,149.34,0.00,N/A
172.64.66.207,1,1,0.00,149.39,0.00,N/A
172.65.232.131,1,1,0.00,149.43,0.00,N/A
104.16.125.179,1,1,0.00,149.45,0.00,N/A
104.18.76.78,1,1,0.00,149.45,0.00,N/A
162.159.254.116,1,1,0.00,149.48,0.00,N/A
104.29.126.128,1,1,0.00,149.48,0.00,N/A
104.16.65.201,1,1,0.00,149.51,0.00,N/A
104.18.131.189,1,1,0.00,149.51,0.00,N/A
104.16.184.43,1,1,0.00,149.54,0.00,N/A
162.159.242.75,1,1,0.00,149.55,0.00,N/A
172.64.87.217,1,1,0.00,149.58,0.00,N/A
198.41.207.35,1,1,0.00,149.60,0.00,N/A
172.65.203.77,1,1,0.00,149.60,0.00,N/A
104.17.137.11,1,1,0.00,149.62,0.00,N/A
104.17.65.19,1,1,0.00,149.62,0.00,N/A
104.19.84.79,1,1,0.00,149.65,0.00,N/A
104.18.53.213,1,1,0.00,149.66,0.00,N/A
104.18.87.151,1,1,0.00,149.66,0.00,N/A
104.19.196.246,1,1,0.00,149.67,0.00,N/A
104.16.204.27,1,1,0.00,149.68,0.00,N/A
104.17.131.41,1,1,0.00,149.70,0.00,N/A
104.19.139.134,1,1,0.00,149.71,0.00,N/A
104.16.99.14,1,1,0.00,149.73,0.00,N/A
104.19.123.252,1,1,0.00,149.73,0.00,N/A
104.18.73.33,1,1,0.00,149.74,0.00,N/A
104.19.175.35,1,1,0.00,149.76,0.00,N/A
104.16.2.219,1,1,0.00,149.77,0.00,N/A
104.16.1.150,1,1,0.00,149.79,0.00,N/A
104.16.195.242,1,1,0.00,149.80,0.00,N/A
104.17.226.6,1,1,0.00,149.85,0.00,N/A
104.16.236.15,1,1,0.00,149.86,0.00,N/A
104.16.12.204,1,1,0.00,149.86,0.00,N/A
104.19.189.30,1,1,0.00,149.86,0.00,N/A
104.17.217.27,1,1,0.00,149.88,0.00,N/A
104.18.0.168,1,1,0.00,149.89,0.00,N/A
104.19.44.160,1,1,0.00,149.89,0.00,N/A
172.64.97.66,1,1,0.00,149.93,0.00,N/A
141.101.114.214,1,1,0.00,149.93,0.00,N/A
104.18.25.211,1,1,0.00,149.96,0.00,N/A
104.16.51.62,1,1,0.00,149.96,0.00,N/A
104.18.202.104,1,1,0.00,150.00,0.00,N/A
104.19.213.206,1,1,0.00,150.00,0.00,N/A
104.16.139.179,1,1,0.00,150.01,0.00,N/A
104.17.17.154,1,1,0.00,150.02,0.00,N/A
104.31.16.245,1,1,0.00,150.03,0.00,N/A
104.18.204.106,1,1,0.00,150.06,0.00,N/A
104.16.170.101,1,1,0.00,150.07,0.00,N/A
104.21.12.70,1,1,0.00,150.07,0.00,N/A
104.17.237.24,1,1,0.00,150.09,0.00,N/A
104.19.131.45,1,1,0.00,150.09,0.00,N/A
104.19.217.63,1,1,0.00,150.11,0.00,N/A
104.18.115.140,1,1,0.00,150.13,0.00,N/A
104.19.25.212,1,1,0.00,150.14,0.00,N/A
104.16.161.138,1,1,0.00,150.15,0.00,N/A
104.18.119.102,1,1,0.00,150.21,0.00,N/A
104.19.246.150,1,1,0.00,150.23,0.00,N/A
104.19.208.66,1,1,0.00,150.24,0.00,N/A
104.16.4.120,1,1,0.00,150.24,0.00,N/A
104.16.134.195,1,1,0.00,150.27,0.00,N/A
104.18.224.146,1,1,0.00,150.27,0.00,N/A
104.17.196.102,1,1,0.00,150.27,0.00,N/A
104.16.85.12,1,1,0.00,150.28,0.00,N/A
104.16.198.169,1,1,0.00,150.28,0.00,N/A
104.16.79.231,1,1,0.00,150.29,0.00,N/A
104.16.34.239,1,1,0.00,150.29,0.00,N/A
104.19.56.205,1,1,0.00,150.34,0.00,N/A
104.21.231.92,1,1,0.00,150.35,0.00,N/A
104.18.120.221,1,1,0.00,150.37,0.00,N/A
172.65.247.5,1,1,0.00,150.39,0.00,N/A
104.18.174.228,1,1,0.00,150.42,0.00,N/A
104.19.240.152,1,1,0.00,150.44,0.00,N/A
104.18.240.90,1,1,0.00,150.45,0.00,N/A
104.18.16.93,1,1,0.00,150.47,0.00,N/A
104.18.20.242,1,1,0.00,150.48,0.00,N/A
104.16.202.219,1,1,0.00,150.51,0.00,N/A
104.21.229.83,1,1,0.00,150.52,0.00,N/A
198.41.206.172,1,1,0.00,150.52,0.00,N/A
104.18.236.64,1,1,0.00,150.53,0.00,N/A
104.19.82.167,1,1,0.00,150.53,0.00,N/A
198.41.202.10,1,1,0.00,150.55,0.00,N/A
172.65.252.196,1,1,0.00,150.56,0.00,N/A
104.19.192.90,1,1,0.00,150.58,0.00,N/A
104.19.137.70,1,1,0.00,150.58,0.00,N/A
104.16.116.3,1,1,0.00,150.60,0.00,N/A
104.24.71.173,1,1,0.00,150.61,0.00,N/A
104.17.4.81,1,1,0.00,150.62,0.00,N/A
104.17.253.168,1,1,0.00,150.63,0.00,N/A
104.19.254.139,1,1,0.00,150.63,0.00,N/A
104.18.98.145,1,1,0.00,150.66,0.00,N/A
104.26.6.60,1,1,0.00,150.69,0.00,N/A
104.24.254.190,1,1,0.00,150.70,0.00,N/A
104.19.132.248,1,1,0.00,150.71,0.00,N/A
104.21.26.150,1,1,0.00,150.72,0.00,N/A
198.41.217.245,1,1,0.00,150.75,0.00,N/A
104.18.140.151,1,1,0.00,150.76,0.00,N/A
104.17.31.42,1,1,0.00,150.77,0.00,N/A
104.29.143.115,1,1,0.00,150.78,0.00,N/A
104.17.103.230,1,1,0.00,150.79,0.00,N/A
104.17.46.63,1,1,0.00,150.79,0.00,N/A
104.17.180.33,1,1,0.00,150.83,0.00,N/A
104.19.249.180,1,1,0.00,150.84,0.00,N/A
104.16.169.139,1,1,0.00,150.86,0.00,N/A
172.65.239.152,1,1,0.00,150.87,0.00,N/A
104.18.22.235,1,1,0.00,150.88,0.00,N/A
104.18.150.180,1,1,0.00,150.88,0.00,N/A
104.19.98.80,1,1,0.00,150.93,0.00,N/A
104.19.99.236,1,1,0.00,150.96,0.00,N/A
104.16.15.3,1,1,0.00,150.98,0.00,N/A
104.19.17.231,1,1,0.00,150.99,0.00,N/A
104.19.235.76,1,1,0.00,151.02,0.00,N/A
104.16.20.34,1,1,0.00,151.06,0.00,N/A
104.20.59.224,1,1,0.00,151.08,0.00,N/A
104.17.120.31,1,1,0.00,151.08,0.00,N/A
104.18.3.75,1,1,0.00,151.10,0.00,N/A
104.17.175.49,1,1,0.00,151.12,0.00,N/A
104.16.162.24,1,1,0.00,151.16,0.00,N/A
104.25.244.46,1,1,0.00,151.17,0.00,N/A
104.24.235.53,1,1,0.00,151.19,0.00,N/A
162.159.237.60,1,1,0.00,151.21,0.00,N/A
104.24.251.229,1,1,0.00,151.26,0.00,N/A
104.16.103.245,1,1,0.00,151.28,0.00,N/A
104.18.195.109,1,1,0.00,151.29,0.00,N/A
104.19.245.72,1,1,0.00,151.34,0.00,N/A
104.16.221.153,1,1,0.00,151.34,0.00,N/A
104.16.214.0,1,1,0.00,151.34,0.00,N/A
104.16.210.214,1,1,0.00,151.43,0.00,N/A
104.24.161.201,1,1,0.00,151.44,0.00,N/A
104.18.145.18,1,1,0.00,151.46,0.00,N/A
104.21.11.182,1,1,0.00,151.46,0.00,N/A
104.19.184.72,1,1,0.00,151.46,0.00,N/A
104.21.236.159,1,1,0.00,151.48,0.00,N/A
104.17.38.237,1,1,0.00,151.48,0.00,N/A
104.25.168.77,1,1,0.00,151.49,0.00,N/A
104.24.68.104,1,1,0.00,151.49,0.00,N/A
172.67.177.172,1,1,0.00,151.57,0.00,N/A
104.19.200.232,1,1,0.00,151.58,0.00,N/A
104.21.197.43,1,1,0.00,151.59,0.00,N/A
104.18.223.148,1,1,0.00,151.62,0.00,N/A
104.16.251.206,1,1,0.00,151.62,0.00,N/A
104.17.10.190,1,1,0.00,151.63,0.00,N/A
104.17.51.147,1,1,0.00,151.64,0.00,N/A
172.66.161.191,1,1,0.00,151.65,0.00,N/A
104.24.91.198,1,1,0.00,151.68,0.00,N/A
104.16.61.35,1,1,0.00,151.69,0.00,N/A
104.18.136.98,1,1,0.00,151.70,0.00,N/A
104.24.47.55,1,1,0.00,151.77,0.00,N/A
104.17.195.207,1,1,0.00,151.78,0.00,N/A
104.17.88.148,1,1,0.00,151.82,0.00,N/A
104.18.186.130,1,1,0.00,151.83,0.00,N/A
104.18.58.197,1,1,0.00,151.86,0.00,N/A
104.18.141.42,1,1,0.00,151.87,0.00,N/A
104.17.96.166,1,1,0.00,151.93,0.00,N/A
104.27.16.69,1,1,0.00,151.94,0.00,N/A
104.25.50.37,1,1,0.00,151.94,0.00,N/A
104.19.50.160,1,1,0.00,151.97,0.00,N/A
104.24.153.224,1,1,0.00,152.00,0.00,N/A
172.65.69.75,1,1,0.00,152.01,0.00,N/A
104.17.72.103,1,1,0.00,152.02,0.00,N/A
104.21.235.105,1,1,0.00,152.03,0.00,N/A
104.27.100.133,1,1,0.00,152.04,0.00,N/A
104.21.238.134,1,1,0.00,152.06,0.00,N/A
172.65.19.46,1,1,0.00,152.08,0.00,N/A
172.67.89.142,1,1,0.00,152.08,0.00,N/A
104.16.24.142,1,1,0.00,152.08,0.00,N/A
104.18.200.117,1,1,0.00,152.10,0.00,N/A
104.24.34.95,1,1,0.00,152.10,0.00,N/A
104.21.122.193,1,1,0.00,152.13,0.00,N/A
141.101.120.6,1,1,0.00,152.13,0.00,N/A
162.159.129.70,1,1,0.00,152.22,0.00,N/A
104.17.20.194,1,1,0.00,152.23,0.00,N/A
172.67.156.197,1,1,0.00,152.25,0.00,N/A
104.17.165.30,1,1,0.00,152.32,0.00,N/A
104.25.27.71,1,1,0.00,152.33,0.00,N/A
104.17.8.249,1,1,0.00,152.36,0.00,N/A
104.17.218.150,1,1,0.00,152.40,0.00,N/A
104.27.113.229,1,1,0.00,152.40,0.00,N/A
104.24.203.200,1,1,0.00,152.44,0.00,N/A
104.17.3.13,1,1,0.00,152.45,0.00,N/A
104.16.18.152,1,1,0.00,152.45,0.00,N/A
104.18.121.43,1,1,0.00,152.46,0.00,N/A
104.16.254.223,1,1,0.00,152.47,0.00,N/A
104.16.174.129,1,1,0.00,152.48,0.00,N/A
104.16.235.45,1,1,0.00,152.49,0.00,N/A
104.16.181.90,1,1,0.00,152.50,0.00,N/A
104.19.49.167,1,1,0.00,152.53,0.00,N/A
104.18.112.214,1,1,0.00,152.53,0.00,N/A
104.17.250.137,1,1,0.00,152.54,0.00,N/A
104.19.141.201,1,1,0.00,152.57,0.00,N/A
104.17.126.62,1,1,0.00,152.58,0.00,N/A
104.19.66.27,1,1,0.00,152.62,0.00,N/A
172.67.146.164,1,1,0.00,152.70,0.00,N/A
104.17.231.213,1,1,0.00,152.72,0.00,N/A
104.18.12.241,1,1,0.00,152.81,0.00,N/A
104.25.85.178,1,1,0.00,152.84,0.00,N/A
172.67.67.125,1,1,0.00,152.85,0.00,N/A
104.19.161.254,1,1,0.00,152.85,0.00,N/A
104.19.136.41,1,1,0.00,152.88,0.00,N/A
104.17.119.4,1,1,0.00,152.90,0.00,N/A
104.17.168.82,1,1,0.00,152.91,0.00,N/A
104.16.67.26,1,1,0.00,152.97,0.00,N/A
104.16.54.195,1,1,0.00,152.97,0.00,N/A
104.25.107.116,1,1,0.00,152.98,0.00,N/A
104.21.88.54,1,1,0.00,152.99,0.00,N/A
172.65.23.4,1,1,0.00,153.03,0.00,N/A
104.19.87.22,1,1,0.00,153.05,0.00,N/A
172.65.87.166,1,1,0.00,153.07,0.00,N/A
172.67.180.167,1,1,0.00,153.08,0.00,N/A
104.21.199.229,1,1,0.00,153.10,0.00,N/A
104.17.60.185,1,1,0.00,153.12,0.00,N/A
104.21.6.151,1,1,0.00,153.19,0.00,N/A
104.27.89.245,1,1,0.00,153.20,0.00,N/A
172.65.235.84,1,1,0.00,153.26,0.00,N/A
104.29.141.74,1,1,0.00,153.26,0.00,N/A
172.65.38.115,1,1,0.00,153.26,0.00,N/A
104.21.104.128,1,1,0.00,153.31,0.00,N/A
104.19.149.201,1,1,0.00,153.34,0.00,N/A
104.16.100.130,1,1,0.00,153.38,0.00,N/A
104.19.89.127,1,1,0.00,153.41,0.00,N/A
162.159.197.98,1,1,0.00,153.45,0.00,N/A
104.21.60.174,1,1,0.00,153.46,0.00,N/A
104.18.199.219,1,1,0.00,153.48,0.00,N/A
104.18.109.63,1,1,0.00,153.49,0.00,N/A
172.67.185.98,1,1,0.00,153.53,0.00,N/A
104.16.124.219,1,1,0.00,153.54,0.00,N/A
104.17.73.253,1,1,0.00,153.57,0.00,N/A
104.25.155.249,1,1,0.00,153.67,0.00,N/A
104.27.69.143,1,1,0.00,153.71,0.00,N/A
172.67.166.158,1,1,0.00,153.77,0.00,N/A
172.67.194.109,1,1,0.00,153.83,0.00,N/A
162.159.245.103,1,1,0.00,153.85,0.00,N/A
172.65.61.165,1,1,0.00,153.86,0.00,N/A
172.65.202.75,1,1,0.00,153.87,0.00,N/A
172.65.26.7,1,1,0.00,153.88,0.00,N/A
104.17.184.146,1,1,0.00,153.94,0.00,N/A
104.19.91.101,1,1,0.00,153.95,0.00,N/A
104.19.125.220,1,1,0.00,153.96,0.00,N/A
104.18.99.246,1,1,0.00,153.97,0.00,N/A
104.21.5.43,1,1,0.00,153.99,0.00,N/A
104.17.238.69,1,1,0.00,154.01,0.00,N/A
104.18.149.193,1,1,0.00,154.01,0.00,N/A
104.18.232.23,1,1,0.00,154.03,0.00,N/A
104.19.9.95,1,1,0.00,154.09,0.00,N/A
104.24.242.221,1,1,0.00,154.10,0.00,N/A
104.19.75.85,1,1,0.00,154.13,0.00,N/A
172.67.186.156,1,1,0.00,154.16,0.00,N/A
104.16.199.72,1,1,0.00,154.17,0.00,N/A
104.21.91.120,1,1,0.00,154.21,0.00,N/A
172.65.42.24,1,1,0.00,154.23,0.00,N/A
172.65.241.18,1,1,0.00,154.26,0.00,N/A
104.21.84.73,1,1,0.00,154.33,0.00,N/A
104.16.189.126,1,1,0.00,154.35,0.00,N/A
172.67.243.242,1,1,0.00,154.39,0.00,N/A
104.17.18.134,1,1,0.00,154.44,0.00,N/A
162.159.235.100,1,1,0.00,154.47,0.00,N/A
172.65.45.52,1,1,0.00,154.48,0.00,N/A
104.18.253.228,1,1,0.00,154.50,0.00,N/A
104.19.187.55,1,1,0.00,154.50,0.00,N/A
104.21.10.4,1,1,0.00,154.54,0.00,N/A
104.17.113.127,1,1,0.00,154.57,0.00,N/A
104.21.2.13,1,1,0.00,154.66,0.00,N/A
104.21.210.17,1,1,0.00,154.69,0.00,N/A
104.24.174.137,1,1,0.00,154.76,0.00,N/A
172.67.246.165,1,1,0.00,154.79,0.00,N/A
104.19.5.97,1,1,0.00,154.80,0.00,N/A
104.18.108.19,1,1,0.00,154.87,0.00,N/A
104.21.219.161,1,1,0.00,154.87,0.00,N/A
172.64.92.113,1,1,0.00,154.94,0.00,N/A
104.18.183.94,1,1,0.00,154.99,0.00,N/A
172.65.59.172,1,1,0.00,155.00,0.00,N/A
104.18.18.100,1,1,0.00,155.07,0.00,N/A
162.159.199.86,1,1,0.00,155.08,0.00,N/A
104.17.206.71,1,1,0.00,155.10,0.00,N/A
104.16.109.112,1,1,0.00,155.11,0.00,N/A
104.19.210.82,1,1,0.00,155.15,0.00,N/A
172.66.41.44,1,1,0.00,155.21,0.00,N/A
104.19.122.187,1,1,0.00,155.21,0.00,N/A
172.65.206.31,1,1,0.00,155.22,0.00,N/A
104.19.76.18,1,1,0.00,155.23,0.00,N/A
104.19.202.202,1,1,0.00,155.24,0.00,N/A
104.19.236.186,1,1,0.00,155.29,0.00,N/A
104.17.160.242,1,1,0.00,155.31,0.00,N/A
104.21.24.249,1,1,0.00,155.33,0.00,N/A
104.17.210.239,1,1,0.00,155.37,0.00,N/A
172.66.45.119,1,1,0.00,155.37,0.00,N/A
104.19.174.6,1,1,0.00,155.39,0.00,N/A
104.17.143.50,1,1,0.00,155.42,0.00,N/A
104.18.157.194,1,1,0.00,155.42,0.00,N/A
172.65.163.236,1,1,0.00,155.59,0.00,N/A
104.19.57.144,1,1,0.00,155.59,0.00,N/A
173.245.49.119,1,1,0.00,155.62,0.00,N/A
104.21.25.143,1,1,0.00,155.64,0.00,N/A
104.18.116.189,1,1,0.00,155.65,0.00,N/A
104.21.23.57,1,1,0.00,155.66,0.00,N/A
104.18.190.113,1,1,0.00,155.69,0.00,N/A
104.19.68.101,1,1,0.00,155.74,0.00,N/A
104.24.49.241,1,1,0.00,155.77,0.00,N/A
104.17.117.178,1,1,0.00,155.78,0.00,N/A
104.21.218.231,1,1,0.00,155.80,0.00,N/A
172.67.132.220,1,1,0.00,155.83,0.00,N/A
104.16.33.188,1,1,0.00,155.83,0.00,N/A
104.19.248.57,1,1,0.00,155.85,0.00,N/A
104.25.190.144,1,1,0.00,155.93,0.00,N/A
104.27.23.157,1,1,0.00,155.95,0.00,N/A
104.16.98.3,1,1,0.00,156.00,0.00,N/A
104.24.183.142,1,1,0.00,156.11,0.00,N/A
104.18.219.30,1,1,0.00,156.15,0.00,N/A
104.19.37.157,1,1,0.00,156.21,0.00,N/A
104.18.198.227,1,1,0.00,156.22,0.00,N/A
104.16.224.126,1,1,0.00,156.31,0.00,N/A
172.65.47.65,1,1,0.00,156.34,0.00,N/A
104.29.127.41,1,1,0.00,156.39,0.00,N/A
172.67.240.128,1,1,0.00,156.44,0.00,N/A
172.64.67.250,1,1,0.00,156.50,0.00,N/A
172.67.144.152,1,1,0.00,156.54,0.00,N/A
172.67.242.194,1,1,0.00,156.57,0.00,N/A
104.17.115.221,1,1,0.00,156.58,0.00,N/A
172.64.72.199,1,1,0.00,156.61,0.00,N/A
104.19.154.218,1,1,0.00,156.63,0.00,N/A
104.19.51.7,1,1,0.00,156.63,0.00,N/A
104.18.203.142,1,1,0.00,156.65,0.00,N/A
104.18.188.23,1,1,0.00,156.67,0.00,N/A
104.18.60.194,1,1,0.00,156.76,0.00,N/A
104.21.42.109,1,1,0.00,156.79,0.00,N/A
104.18.15.122,1,1,0.00,156.81,0.00,N/A
104.19.118.135,1,1,0.00,156.85,0.00,N/A
172.64.101.143,1,1,0.00,156.88,0.00,N/A
104.19.96.199,1,1,0.00,156.93,0.00,N/A
104.17.64.247,1,1,0.00,156.97,0.00,N/A
104.24.45.52,1,1,0.00,156.99,0.00,N/A
