IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.31.174.4,4,4,0.00,2.86,0.00,N/A
104.30.108.238,4,4,0.00,2.86,0.00,N/A
104.19.70.137,4,4,0.00,2.87,0.00,N/A
162.158.206.104,4,4,0.00,2.88,0.00,N/A
172.65.105.8,4,4,0.00,2.91,0.00,N/A
104.18.227.15,4,4,0.00,2.91,0.00,N/A
172.65.103.248,4,4,0.00,2.96,0.00,N/A
104.26.114.151,4,4,0.00,3.00,0.00,N/A
104.17.171.22,4,4,0.00,3.00,0.00,N/A
172.65.86.11,4,4,0.00,3.00,0.00,N/A
104.21.172.211,4,4,0.00,3.01,0.00,N/A
104.19.173.78,4,4,0.00,3.02,0.00,N/A
104.18.233.168,4,4,0.00,3.03,0.00,N/A
104.23.32.26,4,4,0.00,3.06,0.00,N/A
104.30.131.203,4,4,0.00,3.06,0.00,N/A
104.17.105.181,4,4,0.00,3.07,0.00,N/A
104.21.171.176,4,4,0.00,3.07,0.00,N/A
104.17.108.243,4,4,0.00,3.12,0.00,N/A
104.22.208.31,4,4,0.00,3.12,0.00,N/A
104.31.188.74,4,4,0.00,3.14,0.00,N/A
104.18.231.155,4,4,0.00,3.14,0.00,N/A
162.158.87.62,4,4,0.00,3.14,0.00,N/A
104.20.140.193,4,4,0.00,3.14,0.00,N/A
104.31.178.87,4,4,0.00,3.15,0.00,N/A
104.21.170.227,4,4,0.00,3.17,0.00,N/A
104.18.232.152,4,4,0.00,3.21,0.00,N/A
172.65.95.66,4,4,0.00,3.24,0.00,N/A
104.31.189.18,4,4,0.00,3.24,0.00,N/A
104.26.113.116,4,4,0.00,3.25,0.00,N/A
104.26.115.159,4,4,0.00,3.25,0.00,N/A
104.23.31.114,4,4,0.00,3.26,0.00,N/A
104.29.2.86,4,4,0.00,3.28,0.00,N/A
104.18.234.154,4,4,0.00,3.29,0.00,N/A
104.29.3.72,4,4,0.00,3.31,0.00,N/A
172.65.96.0,4,4,0.00,3.31,0.00,N/A
172.65.87.130,4,4,0.00,3.33,0.00,N/A
104.16.253.45,4,4,0.00,3.38,0.00,N/A
162.158.194.236,4,4,0.00,3.39,0.00,N/A
104.31.177.83,4,4,0.00,3.39,0.00,N/A
104.21.165.241,4,4,0.00,3.39,0.00,N/A
104.30.53.160,4,4,0.00,3.39,0.00,N/A
104.18.223.166,4,4,0.00,3.40,0.00,N/A
104.20.136.166,4,4,0.00,3.42,0.00,N/A
104.26.122.155,4,4,0.00,3.43,0.00,N/A
172.65.92.172,4,4,0.00,3.46,0.00,N/A
104.20.139.145,4,4,0.00,3.47,0.00,N/A
198.41.137.74,4,4,0.00,3.49,0.00,N/A
104.29.65.121,4,4,0.00,3.52,0.00,N/A
162.158.91.236,4,4,0.00,3.55,0.00,N/A
104.31.190.46,4,4,0.00,3.57,0.00,N/A
104.26.121.86,4,4,0.00,3.59,0.00,N/A
104.24.109.223,4,4,0.00,3.59,0.00,N/A
198.41.139.189,4,4,0.00,3.60,0.00,N/A
104.29.64.76,4,4,0.00,3.61,0.00,N/A
104.25.109.57,4,4,0.00,3.63,0.00,N/A
104.17.178.182,4,4,0.00,3.65,0.00,N/A
104.19.72.236,4,4,0.00,3.67,0.00,N/A
104.20.135.37,4,4,0.00,3.69,0.00,N/A
162.158.90.145,4,4,0.00,3.70,0.00,N/A
104.29.68.22,4,4,0.00,3.72,0.00,N/A
104.24.64.146,4,4,0.00,3.74,0.00,N/A
104.17.172.52,4,4,0.00,3.75,0.00,N/A
104.17.173.214,4,4,0.00,3.75,0.00,N/A
104.25.121.76,4,4,0.00,3.75,0.00,N/A
198.41.136.192,4,4,0.00,3.77,0.00,N/A
162.158.208.7,4,4,0.00,3.78,0.00,N/A
172.65.59.66,4,4,0.00,3.79,0.00,N/A
104.24.108.33,4,4,0.00,3.80,0.00,N/A
104.17.179.159,4,4,0.00,3.82,0.00,N/A
104.21.169.0,4,4,0.00,3.83,0.00,N/A
104.25.108.224,4,4,0.00,3.84,0.00,N/A
104.24.65.226,4,4,0.00,3.85,0.00,N/A
172.65.88.55,4,4,0.00,3.85,0.00,N/A
104.19.71.136,4,4,0.00,3.87,0.00,N/A
104.26.132.87,4,4,0.00,3.88,0.00,N/A
104.21.197.97,4,4,0.00,3.91,0.00,N/A
198.41.138.180,4,4,0.00,3.93,0.00,N/A
172.65.91.172,4,4,0.00,3.94,0.00,N/A
104.21.174.192,4,4,0.00,3.97,0.00,N/A
172.65.169.171,4,4,0.00,3.98,0.00,N/A
104.28.56.18,4,4,0.00,3.98,0.00,N/A
104.28.255.0,4,4,0.00,3.98,0.00,N/A
104.30.51.26,4,4,0.00,4.04,0.00,N/A
104.26.57.35,4,4,0.00,4.04,0.00,N/A
104.22.207.157,4,4,0.00,4.08,0.00,N/A
172.65.102.241,4,4,0.00,4.13,0.00,N/A
104.17.176.196,4,4,0.00,4.15,0.00,N/A
104.29.74.232,4,4,0.00,4.15,0.00,N/A
104.17.174.24,4,4,0.00,4.19,0.00,N/A
104.24.114.84,4,4,0.00,4.19,0.00,N/A
172.65.93.71,4,4,0.00,4.20,0.00,N/A
172.65.98.243,4,4,0.00,4.21,0.00,N/A
104.22.46.214,4,4,0.00,4.22,0.00,N/A
104.17.177.219,4,4,0.00,4.23,0.00,N/A
104.30.86.23,4,4,0.00,4.25,0.00,N/A
172.65.107.102,4,4,0.00,4.28,0.00,N/A
104.21.73.11,4,4,0.00,4.36,0.00,N/A
104.24.117.154,4,4,0.00,4.40,0.00,N/A
162.158.203.84,4,4,0.00,4.41,0.00,N/A
104.29.69.132,4,4,0.00,4.42,0.00,N/A
104.29.72.182,4,4,0.00,4.42,0.00,N/A
104.29.73.125,4,4,0.00,4.42,0.00,N/A
104.31.194.143,4,4,0.00,4.47,0.00,N/A
104.21.195.129,4,4,0.00,4.54,0.00,N/A
104.17.106.210,4,4,0.00,4.56,0.00,N/A
104.24.72.252,4,4,0.00,4.64,0.00,N/A
104.21.193.101,4,4,0.00,4.65,0.00,N/A
104.31.192.231,4,4,0.00,4.65,0.00,N/A
104.29.71.32,4,4,0.00,4.66,0.00,N/A
104.29.70.238,4,4,0.00,4.66,0.00,N/A
104.26.67.130,4,4,0.00,4.66,0.00,N/A
104.26.127.13,4,4,0.00,4.69,0.00,N/A
162.158.205.66,4,4,0.00,4.69,0.00,N/A
162.158.212.21,4,4,0.00,4.69,0.00,N/A
104.24.68.60,4,4,0.00,4.70,0.00,N/A
104.26.16.187,4,4,0.00,4.70,0.00,N/A
104.16.163.90,4,4,0.00,4.72,0.00,N/A
104.24.103.28,4,4,0.00,4.73,0.00,N/A
162.158.204.37,4,4,0.00,4.75,0.00,N/A
162.158.211.50,4,4,0.00,4.76,0.00,N/A
104.31.196.128,4,4,0.00,4.78,0.00,N/A
104.27.209.206,4,4,0.00,4.79,0.00,N/A
104.24.118.111,4,4,0.00,4.79,0.00,N/A
104.25.120.114,4,4,0.00,4.79,0.00,N/A
198.41.142.93,4,4,0.00,4.79,0.00,N/A
104.24.71.204,4,4,0.00,4.80,0.00,N/A
162.158.202.22,4,4,0.00,4.81,0.00,N/A
104.24.110.89,4,4,0.00,4.81,0.00,N/A
162.158.92.95,4,4,0.00,4.87,0.00,N/A
104.26.11.63,4,4,0.00,4.88,0.00,N/A
104.23.34.182,4,4,0.00,4.94,0.00,N/A
104.24.69.165,4,4,0.00,4.95,0.00,N/A
104.27.210.218,4,4,0.00,4.98,0.00,N/A
172.65.90.216,4,4,0.00,5.02,0.00,N/A
104.22.209.206,4,4,0.00,5.07,0.00,N/A
198.41.141.99,4,4,0.00,5.08,0.00,N/A
104.22.243.203,4,4,0.00,5.11,0.00,N/A
104.31.195.165,4,4,0.00,5.11,0.00,N/A
104.24.67.139,4,4,0.00,5.12,0.00,N/A
104.29.77.98,4,4,0.00,5.17,0.00,N/A
104.24.121.88,4,4,0.00,5.17,0.00,N/A
104.26.126.93,4,4,0.00,5.21,0.00,N/A
104.19.73.159,4,4,0.00,5.26,0.00,N/A
172.65.104.96,4,4,0.00,5.27,0.00,N/A
172.65.99.221,4,4,0.00,5.30,0.00,N/A
104.31.199.133,4,4,0.00,5.31,0.00,N/A
104.24.111.112,4,4,0.00,5.33,0.00,N/A
104.25.106.252,4,4,0.00,5.35,0.00,N/A
104.17.180.164,4,4,0.00,5.43,0.00,N/A
104.29.63.138,4,4,0.00,5.46,0.00,N/A
172.65.110.165,4,4,0.00,5.50,0.00,N/A
172.65.100.151,4,4,0.00,5.53,0.00,N/A
104.21.196.176,4,4,0.00,5.54,0.00,N/A
162.158.207.53,4,4,0.00,5.54,0.00,N/A
104.31.191.35,4,4,0.00,5.55,0.00,N/A
162.158.193.21,4,4,0.00,5.61,0.00,N/A
162.158.199.38,4,4,0.00,5.64,0.00,N/A
104.24.104.199,4,4,0.00,5.67,0.00,N/A
104.27.170.24,4,4,0.00,5.69,0.00,N/A
104.24.63.71,4,4,0.00,5.73,0.00,N/A
104.21.179.112,4,4,0.00,5.74,0.00,N/A
104.24.66.174,4,4,0.00,5.80,0.00,N/A
104.27.165.94,4,4,0.00,5.84,0.00,N/A
162.158.201.136,4,4,0.00,6.01,0.00,N/A
104.21.182.96,4,4,0.00,6.07,0.00,N/A
162.158.209.179,4,4,0.00,6.14,0.00,N/A
104.25.118.14,4,4,0.00,6.24,0.00,N/A
162.158.214.173,4,4,0.00,6.30,0.00,N/A
104.17.175.169,4,4,0.00,6.35,0.00,N/A
162.158.200.180,4,4,0.00,6.43,0.00,N/A
104.19.175.59,4,4,0.00,6.62,0.00,N/A
104.26.60.204,4,4,0.00,6.62,0.00,N/A
104.23.181.149,4,4,0.00,6.63,0.00,N/A
104.24.112.34,4,4,0.00,6.67,0.00,N/A
172.65.109.232,4,4,0.00,6.71,0.00,N/A
104.26.58.10,4,4,0.00,6.71,0.00,N/A
162.158.213.67,4,4,0.00,6.75,0.00,N/A
104.26.66.158,4,4,0.00,6.76,0.00,N/A
104.27.171.17,4,4,0.00,6.76,0.00,N/A
104.27.120.147,4,4,0.00,6.78,0.00,N/A
104.26.62.90,4,4,0.00,6.79,0.00,N/A
104.23.182.36,4,4,0.00,6.80,0.00,N/A
104.24.113.5,4,4,0.00,6.86,0.00,N/A
104.22.244.243,4,4,0.00,6.89,0.00,N/A
104.23.183.218,4,4,0.00,6.92,0.00,N/A
162.158.95.162,4,4,0.00,6.93,0.00,N/A
104.24.105.220,4,4,0.00,6.95,0.00,N/A
198.41.140.183,4,4,0.00,7.01,0.00,N/A
104.24.62.124,4,4,0.00,7.03,0.00,N/A
198.41.144.220,4,4,0.00,7.10,0.00,N/A
104.23.33.225,4,4,0.00,7.14,0.00,N/A
104.27.117.246,4,4,0.00,7.16,0.00,N/A
104.16.70.153,4,4,0.00,7.18,0.00,N/A
104.23.244.61,4,4,0.00,7.21,0.00,N/A
104.21.198.83,4,4,0.00,7.37,0.00,N/A
104.21.186.244,4,4,0.00,7.39,0.00,N/A
104.21.181.110,4,4,0.00,7.46,0.00,N/A
172.65.106.238,4,4,0.00,7.57,0.00,N/A
162.158.190.164,4,4,0.00,7.58,0.00,N/A
104.30.52.57,4,4,0.00,7.61,0.00,N/A
162.158.93.141,4,4,0.00,7.66,0.00,N/A
104.31.203.73,4,4,0.00,7.75,0.00,N/A
162.159.132.32,4,4,0.00,7.77,0.00,N/A
104.19.174.22,4,4,0.00,7.79,0.00,N/A
162.159.131.241,4,4,0.00,7.87,0.00,N/A
162.158.94.139,4,4,0.00,7.91,0.00,N/A
104.25.52.7,4,4,0.00,7.97,0.00,N/A
104.23.122.0,4,4,0.00,8.22,0.00,N/A
162.158.210.175,4,4,0.00,8.41,0.00,N/A
104.23.177.8,4,4,0.00,8.56,0.00,N/A
104.24.70.92,4,4,0.00,8.58,0.00,N/A
104.29.66.37,4,4,0.00,8.62,0.00,N/A
104.31.204.107,4,4,0.00,8.64,0.00,N/A
104.31.198.189,4,4,0.00,8.67,0.00,N/A
104.31.197.235,4,4,0.00,8.78,0.00,N/A
104.25.53.184,4,4,0.00,8.82,0.00,N/A
104.23.238.250,4,4,0.00,8.94,0.00,N/A
104.25.119.193,4,4,0.00,9.02,0.00,N/A
104.21.180.189,4,4,0.00,9.12,0.00,N/A
104.21.178.98,4,4,0.00,9.47,0.00,N/A
104.21.184.139,4,4,0.00,9.52,0.00,N/A
104.24.120.188,4,4,0.00,9.69,0.00,N/A
104.17.182.75,4,4,0.00,9.69,0.00,N/A
104.27.166.56,4,4,0.00,9.72,0.00,N/A
162.158.97.209,4,4,0.00,9.73,0.00,N/A
104.20.42.212,4,4,0.00,9.74,0.00,N/A
162.158.98.158,4,4,0.00,9.78,0.00,N/A
104.31.200.78,4,4,0.00,10.06,0.00,N/A
104.26.129.153,4,4,0.00,10.10,0.00,N/A
198.41.145.46,4,4,0.00,10.35,0.00,N/A
104.26.210.64,4,4,0.00,10.35,0.00,N/A
104.17.183.252,4,4,0.00,10.53,0.00,N/A
162.158.96.71,4,4,0.00,10.53,0.00,N/A
104.26.59.248,4,4,0.00,10.56,0.00,N/A
104.23.191.65,4,4,0.00,10.60,0.00,N/A
162.158.188.51,4,4,0.00,10.67,0.00,N/A
104.23.73.96,4,4,0.00,10.82,0.00,N/A
104.17.109.125,4,4,0.00,10.89,0.00,N/A
104.26.162.193,4,4,0.00,10.90,0.00,N/A
104.25.50.77,4,4,0.00,11.10,0.00,N/A
104.27.169.179,4,4,0.00,11.18,0.00,N/A
104.31.201.221,4,4,0.00,11.18,0.00,N/A
104.27.167.139,4,4,0.00,11.28,0.00,N/A
104.23.180.119,4,4,0.00,11.46,0.00,N/A
104.23.192.136,4,4,0.00,11.49,0.00,N/A
104.26.56.88,4,4,0.00,11.65,0.00,N/A
104.26.209.222,4,4,0.00,11.70,0.00,N/A
104.26.211.148,4,4,0.00,11.88,0.00,N/A
104.23.243.174,4,4,0.00,12.01,0.00,N/A
104.27.19.35,4,4,0.00,12.03,0.00,N/A
104.19.74.248,4,4,0.00,12.08,0.00,N/A
104.23.178.85,4,4,0.00,12.21,0.00,N/A
104.20.43.241,4,4,0.00,12.26,0.00,N/A
104.17.111.205,4,4,0.00,12.31,0.00,N/A
104.27.168.80,4,4,0.00,12.37,0.00,N/A
104.19.181.236,4,4,0.00,12.77,0.00,N/A
104.23.179.138,4,4,0.00,12.80,0.00,N/A
104.19.186.90,4,4,0.00,12.91,0.00,N/A
104.23.233.18,4,4,0.00,13.12,0.00,N/A
104.23.190.233,4,4,0.00,13.15,0.00,N/A
104.19.177.178,4,4,0.00,13.17,0.00,N/A
104.27.20.181,4,4,0.00,13.17,0.00,N/A
104.23.237.15,4,4,0.00,13.32,0.00,N/A
104.23.184.38,4,4,0.00,13.38,0.00,N/A
104.25.122.111,4,4,0.00,13.48,0.00,N/A
104.26.65.63,4,4,0.00,13.55,0.00,N/A
104.23.234.74,4,4,0.00,13.78,0.00,N/A
104.27.116.10,4,4,0.00,13.87,0.00,N/A
104.24.169.236,4,4,0.00,13.90,0.00,N/A
104.26.69.192,4,4,0.00,14.15,0.00,N/A
104.26.64.57,4,4,0.00,14.15,0.00,N/A
104.26.216.17,4,4,0.00,14.25,0.00,N/A
104.26.202.32,4,4,0.00,14.30,0.00,N/A
104.25.56.210,4,4,0.00,14.41,0.00,N/A
104.23.239.64,4,4,0.00,14.55,0.00,N/A
104.25.117.73,4,4,0.00,14.66,0.00,N/A
104.23.128.48,4,4,0.00,14.72,0.00,N/A
104.26.214.64,4,4,0.00,14.99,0.00,N/A
104.23.189.110,4,4,0.00,15.24,0.00,N/A
104.16.71.73,4,4,0.00,15.26,0.00,N/A
104.20.141.33,4,4,0.00,15.36,0.00,N/A
104.23.232.127,4,4,0.00,15.38,0.00,N/A
104.25.55.83,4,4,0.00,15.50,0.00,N/A
104.24.167.0,4,4,0.00,15.56,0.00,N/A
104.24.73.74,4,4,0.00,15.58,0.00,N/A
104.27.17.154,4,4,0.00,15.60,0.00,N/A
104.27.211.142,4,4,0.00,15.64,0.00,N/A
104.23.240.17,4,4,0.00,15.73,0.00,N/A
104.26.205.82,4,4,0.00,15.89,0.00,N/A
104.31.202.103,4,4,0.00,16.11,0.00,N/A
104.20.142.167,4,4,0.00,16.15,0.00,N/A
104.25.54.229,4,4,0.00,16.44,0.00,N/A
104.17.184.98,4,4,0.00,16.49,0.00,N/A
104.21.201.240,4,4,0.00,16.65,0.00,N/A
104.23.129.109,4,4,0.00,16.72,0.00,N/A
104.23.236.211,4,4,0.00,16.73,0.00,N/A
104.23.195.143,4,4,0.00,16.92,0.00,N/A
162.158.189.247,4,4,0.00,17.00,0.00,N/A
104.26.213.204,4,4,0.00,17.00,0.00,N/A
162.158.99.148,4,4,0.00,17.07,0.00,N/A
104.19.182.51,4,4,0.00,17.21,0.00,N/A
104.17.181.29,4,4,0.00,17.23,0.00,N/A
104.21.200.112,4,4,0.00,17.29,0.00,N/A
104.18.44.28,4,4,0.00,17.34,0.00,N/A
104.23.194.161,4,4,0.00,17.53,0.00,N/A
104.31.236.55,4,4,0.00,17.84,0.00,N/A
198.41.149.104,4,4,0.00,18.06,0.00,N/A
104.23.188.13,4,4,0.00,18.65,0.00,N/A
104.24.171.52,4,4,0.00,18.69,0.00,N/A
162.158.215.53,4,4,0.00,18.79,0.00,N/A
104.26.200.100,4,4,0.00,18.80,0.00,N/A
162.158.100.178,4,4,0.00,19.06,0.00,N/A
104.23.186.104,4,4,0.00,19.07,0.00,N/A
104.19.176.39,4,4,0.00,19.11,0.00,N/A
104.23.231.119,4,4,0.00,19.14,0.00,N/A
104.23.193.79,4,4,0.00,19.31,0.00,N/A
104.23.187.185,4,4,0.00,19.87,0.00,N/A
104.19.179.54,4,4,0.00,19.93,0.00,N/A
198.41.146.26,4,4,0.00,20.05,0.00,N/A
104.21.203.49,4,4,0.00,20.31,0.00,N/A
104.23.127.61,4,4,0.00,20.40,0.00,N/A
104.26.208.64,4,4,0.00,20.57,0.00,N/A
104.23.235.186,4,4,0.00,20.73,0.00,N/A
104.23.126.212,4,4,0.00,20.77,0.00,N/A
104.23.185.219,4,4,0.00,21.10,0.00,N/A
162.158.103.65,4,4,0.00,21.18,0.00,N/A
104.18.237.129,4,4,0.00,21.40,0.00,N/A
104.26.201.94,4,4,0.00,22.35,0.00,N/A
104.24.168.165,4,4,0.00,22.35,0.00,N/A
104.24.170.13,4,4,0.00,22.70,0.00,N/A
104.23.124.70,4,4,0.00,22.83,0.00,N/A
104.18.141.61,4,4,0.00,23.09,0.00,N/A
104.24.244.95,4,4,0.00,23.53,0.00,N/A
104.23.123.215,4,4,0.00,23.58,0.00,N/A
162.158.216.203,4,4,0.00,23.77,0.00,N/A
162.158.192.92,4,4,0.00,23.80,0.00,N/A
104.19.75.138,4,4,0.00,24.38,0.00,N/A
104.26.204.25,4,4,0.00,24.56,0.00,N/A
104.26.207.9,4,4,0.00,25.08,0.00,N/A
104.18.236.212,4,4,0.00,25.38,0.00,N/A
104.24.172.39,4,4,0.00,25.51,0.00,N/A
104.21.199.67,4,4,0.00,25.84,0.00,N/A
162.158.191.143,4,4,0.00,26.40,0.00,N/A
104.23.125.230,4,4,0.00,26.76,0.00,N/A
162.158.217.142,4,4,0.00,26.80,0.00,N/A
104.20.46.137,4,4,0.00,27.08,0.00,N/A
198.41.148.49,4,4,0.00,28.22,0.00,N/A
104.20.244.164,4,4,0.00,28.42,0.00,N/A
