IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.24.55.130,4,4,0.00,1.68,0.00,N/A
104.24.69.235,4,4,0.00,1.70,0.00,N/A
162.158.169.105,4,4,0.00,1.75,0.00,N/A
172.66.87.230,4,4,0.00,1.75,0.00,N/A
172.66.86.112,4,4,0.00,1.75,0.00,N/A
104.24.53.85,4,4,0.00,1.75,0.00,N/A
162.159.71.224,4,4,0.00,1.76,0.00,N/A
104.24.45.168,4,4,0.00,1.77,0.00,N/A
162.159.70.216,4,4,0.00,1.78,0.00,N/A
104.22.13.130,4,4,0.00,1.79,0.00,N/A
172.67.1.60,4,4,0.00,1.80,0.00,N/A
104.24.42.36,4,4,0.00,1.80,0.00,N/A
104.24.44.109,4,4,0.00,1.82,0.00,N/A
104.24.112.194,4,4,0.00,1.82,0.00,N/A
104.31.162.178,4,4,0.00,1.83,0.00,N/A
104.23.101.107,4,4,0.00,1.83,0.00,N/A
104.26.78.150,4,4,0.00,1.85,0.00,N/A
172.67.48.87,4,4,0.00,1.86,0.00,N/A
162.159.45.60,4,4,0.00,1.87,0.00,N/A
104.23.102.48,4,4,0.00,1.92,0.00,N/A
104.16.170.29,4,4,0.00,1.94,0.00,N/A
104.27.207.171,4,4,0.00,1.96,0.00,N/A
104.21.226.75,4,4,0.00,1.97,0.00,N/A
104.21.205.48,4,4,0.00,1.99,0.00,N/A
104.23.227.134,4,4,0.00,2.00,0.00,N/A
104.21.206.150,4,4,0.00,2.00,0.00,N/A
104.23.226.132,4,4,0.00,2.00,0.00,N/A
104.30.48.29,4,4,0.00,2.00,0.00,N/A
104.30.49.119,4,4,0.00,2.00,0.00,N/A
172.64.80.38,4,4,0.00,2.00,0.00,N/A
162.159.85.97,4,4,0.00,2.01,0.00,N/A
104.27.209.47,4,4,0.00,2.01,0.00,N/A
104.21.227.52,4,4,0.00,2.02,0.00,N/A
104.23.218.131,4,4,0.00,2.03,0.00,N/A
104.22.16.78,4,4,0.00,2.03,0.00,N/A
104.24.34.76,4,4,0.00,2.04,0.00,N/A
104.22.182.244,4,4,0.00,2.04,0.00,N/A
104.22.11.2,4,4,0.00,2.08,0.00,N/A
104.24.110.212,4,4,0.00,2.08,0.00,N/A
104.24.48.57,4,4,0.00,2.09,0.00,N/A
104.26.102.151,4,4,0.00,2.10,0.00,N/A
104.21.229.203,4,4,0.00,2.11,0.00,N/A
172.67.43.89,4,4,0.00,2.11,0.00,N/A
104.24.37.98,4,4,0.00,2.11,0.00,N/A
104.25.79.133,4,4,0.00,2.14,0.00,N/A
104.21.233.237,4,4,0.00,2.14,0.00,N/A
104.24.33.87,4,4,0.00,2.15,0.00,N/A
104.22.41.121,4,4,0.00,2.18,0.00,N/A
172.65.201.43,4,4,0.00,2.20,0.00,N/A
104.24.62.66,4,4,0.00,2.20,0.00,N/A
162.159.64.10,4,4,0.00,2.21,0.00,N/A
104.22.10.112,4,4,0.00,2.24,0.00,N/A
104.23.93.53,4,4,0.00,2.25,0.00,N/A
172.67.2.190,4,4,0.00,2.25,0.00,N/A
104.21.209.84,4,4,0.00,2.25,0.00,N/A
104.21.225.107,4,4,0.00,2.26,0.00,N/A
104.24.31.249,4,4,0.00,2.27,0.00,N/A
172.67.3.39,4,4,0.00,2.29,0.00,N/A
104.22.183.90,4,4,0.00,2.31,0.00,N/A
162.159.46.158,4,4,0.00,2.33,0.00,N/A
162.159.76.84,4,4,0.00,2.34,0.00,N/A
104.16.171.221,4,4,0.00,2.35,0.00,N/A
104.17.19.21,4,4,0.00,2.37,0.00,N/A
172.67.39.151,4,4,0.00,2.38,0.00,N/A
104.30.136.117,4,4,0.00,2.38,0.00,N/A
162.159.57.210,4,4,0.00,2.40,0.00,N/A
104.26.91.241,4,4,0.00,2.41,0.00,N/A
104.31.161.245,4,4,0.00,2.44,0.00,N/A
104.27.208.208,4,4,0.00,2.45,0.00,N/A
172.64.81.165,4,4,0.00,2.46,0.00,N/A
104.24.46.123,4,4,0.00,2.46,0.00,N/A
172.66.253.241,4,4,0.00,2.48,0.00,N/A
162.159.58.109,4,4,0.00,2.49,0.00,N/A
172.66.85.197,4,4,0.00,2.50,0.00,N/A
104.21.215.15,4,4,0.00,2.50,0.00,N/A
162.159.68.5,4,4,0.00,2.51,0.00,N/A
104.26.104.183,4,4,0.00,2.51,0.00,N/A
162.159.62.207,4,4,0.00,2.52,0.00,N/A
162.158.170.243,4,4,0.00,2.53,0.00,N/A
172.66.105.206,4,4,0.00,2.53,0.00,N/A
104.24.64.4,4,4,0.00,2.55,0.00,N/A
162.159.88.63,4,4,0.00,2.55,0.00,N/A
162.159.81.103,4,4,0.00,2.56,0.00,N/A
104.24.109.232,4,4,0.00,2.56,0.00,N/A
172.66.252.139,4,4,0.00,2.56,0.00,N/A
104.21.235.124,4,4,0.00,2.58,0.00,N/A
104.31.160.133,4,4,0.00,2.58,0.00,N/A
104.21.228.198,4,4,0.00,2.59,0.00,N/A
104.24.65.81,4,4,0.00,2.59,0.00,N/A
104.21.224.25,4,4,0.00,2.61,0.00,N/A
162.159.90.192,4,4,0.00,2.61,0.00,N/A
104.25.231.158,4,4,0.00,2.61,0.00,N/A
104.21.214.109,4,4,0.00,2.65,0.00,N/A
162.159.54.63,4,4,0.00,2.66,0.00,N/A
162.159.61.232,4,4,0.00,2.66,0.00,N/A
172.65.253.82,4,4,0.00,2.66,0.00,N/A
104.26.95.245,4,4,0.00,2.68,0.00,N/A
104.22.193.183,4,4,0.00,2.69,0.00,N/A
104.22.17.132,4,4,0.00,2.70,0.00,N/A
162.159.83.167,4,4,0.00,2.70,0.00,N/A
162.159.43.82,4,4,0.00,2.71,0.00,N/A
172.64.62.135,4,4,0.00,2.72,0.00,N/A
104.22.14.85,4,4,0.00,2.73,0.00,N/A
104.21.213.71,4,4,0.00,2.74,0.00,N/A
104.24.47.41,4,4,0.00,2.74,0.00,N/A
104.26.101.101,4,4,0.00,2.77,0.00,N/A
104.23.217.159,4,4,0.00,2.77,0.00,N/A
172.66.254.54,4,4,0.00,2.80,0.00,N/A
162.159.51.189,4,4,0.00,2.84,0.00,N/A
104.21.210.235,4,4,0.00,2.84,0.00,N/A
104.26.86.52,4,4,0.00,2.85,0.00,N/A
104.27.211.7,4,4,0.00,2.86,0.00,N/A
172.66.255.111,4,4,0.00,2.87,0.00,N/A
162.159.53.74,4,4,0.00,2.89,0.00,N/A
162.159.84.88,4,4,0.00,2.89,0.00,N/A
104.22.20.8,4,4,0.00,2.90,0.00,N/A
162.159.48.113,4,4,0.00,2.91,0.00,N/A
104.28.151.55,4,4,0.00,2.92,0.00,N/A
104.23.99.106,4,4,0.00,2.93,0.00,N/A
104.22.26.150,4,4,0.00,2.94,0.00,N/A
104.26.87.214,4,4,0.00,2.94,0.00,N/A
104.19.197.161,4,4,0.00,2.96,0.00,N/A
104.30.50.47,4,4,0.00,2.96,0.00,N/A
104.23.208.148,4,4,0.00,2.97,0.00,N/A
104.21.211.122,4,4,0.00,2.98,0.00,N/A
104.21.212.237,4,4,0.00,3.00,0.00,N/A
104.21.207.141,4,4,0.00,3.00,0.00,N/A
104.21.208.22,4,4,0.00,3.00,0.00,N/A
162.159.87.143,4,4,0.00,3.01,0.00,N/A
104.24.50.242,4,4,0.00,3.02,0.00,N/A
172.65.202.103,4,4,0.00,3.05,0.00,N/A
104.26.88.172,4,4,0.00,3.05,0.00,N/A
172.67.47.65,4,4,0.00,3.05,0.00,N/A
104.23.228.43,4,4,0.00,3.06,0.00,N/A
162.159.89.40,4,4,0.00,3.06,0.00,N/A
104.24.194.164,4,4,0.00,3.06,0.00,N/A
104.21.232.106,4,4,0.00,3.07,0.00,N/A
172.64.63.144,4,4,0.00,3.07,0.00,N/A
104.22.23.233,4,4,0.00,3.09,0.00,N/A
162.159.60.212,4,4,0.00,3.11,0.00,N/A
104.24.51.96,4,4,0.00,3.11,0.00,N/A
162.159.86.87,4,4,0.00,3.11,0.00,N/A
104.24.94.173,4,4,0.00,3.11,0.00,N/A
104.22.18.253,4,4,0.00,3.12,0.00,N/A
172.67.42.11,4,4,0.00,3.13,0.00,N/A
162.159.59.40,4,4,0.00,3.13,0.00,N/A
162.159.94.164,4,4,0.00,3.13,0.00,N/A
172.67.40.192,4,4,0.00,3.13,0.00,N/A
104.24.49.202,4,4,0.00,3.14,0.00,N/A
104.21.231.107,4,4,0.00,3.15,0.00,N/A
172.66.103.133,4,4,0.00,3.16,0.00,N/A
104.26.90.212,4,4,0.00,3.16,0.00,N/A
104.23.230.143,4,4,0.00,3.16,0.00,N/A
162.159.52.169,4,4,0.00,3.18,0.00,N/A
162.159.78.212,4,4,0.00,3.19,0.00,N/A
104.21.234.48,4,4,0.00,3.19,0.00,N/A
104.24.201.217,4,4,0.00,3.19,0.00,N/A
104.23.212.120,4,4,0.00,3.19,0.00,N/A
104.26.92.83,4,4,0.00,3.21,0.00,N/A
104.24.58.50,4,4,0.00,3.22,0.00,N/A
104.21.221.19,4,4,0.00,3.22,0.00,N/A
162.159.41.122,4,4,0.00,3.22,0.00,N/A
104.27.215.74,4,4,0.00,3.24,0.00,N/A
104.23.229.198,4,4,0.00,3.24,0.00,N/A
104.26.89.162,4,4,0.00,3.25,0.00,N/A
104.21.218.35,4,4,0.00,3.26,0.00,N/A
104.30.57.7,4,4,0.00,3.26,0.00,N/A
104.24.36.83,4,4,0.00,3.26,0.00,N/A
104.27.206.15,4,4,0.00,3.30,0.00,N/A
104.23.215.78,4,4,0.00,3.30,0.00,N/A
172.65.204.155,4,4,0.00,3.30,0.00,N/A
172.67.41.163,4,4,0.00,3.30,0.00,N/A
104.16.172.220,4,4,0.00,3.30,0.00,N/A
104.24.66.163,4,4,0.00,3.31,0.00,N/A
104.22.35.197,4,4,0.00,3.31,0.00,N/A
172.66.101.133,4,4,0.00,3.32,0.00,N/A
104.23.214.165,4,4,0.00,3.32,0.00,N/A
162.159.69.33,4,4,0.00,3.32,0.00,N/A
162.159.80.70,4,4,0.00,3.34,0.00,N/A
104.24.59.92,4,4,0.00,3.34,0.00,N/A
104.24.193.239,4,4,0.00,3.36,0.00,N/A
172.65.200.46,4,4,0.00,3.37,0.00,N/A
104.31.155.161,4,4,0.00,3.38,0.00,N/A
104.23.225.136,4,4,0.00,3.38,0.00,N/A
104.21.222.196,4,4,0.00,3.39,0.00,N/A
104.16.173.90,4,4,0.00,3.40,0.00,N/A
162.159.77.202,4,4,0.00,3.41,0.00,N/A
104.23.104.46,4,4,0.00,3.43,0.00,N/A
172.66.102.195,4,4,0.00,3.44,0.00,N/A
162.159.56.7,4,4,0.00,3.45,0.00,N/A
104.24.38.101,4,4,0.00,3.47,0.00,N/A
104.25.74.76,4,4,0.00,3.48,0.00,N/A
162.159.44.163,4,4,0.00,3.49,0.00,N/A
162.159.74.17,4,4,0.00,3.49,0.00,N/A
162.159.55.230,4,4,0.00,3.51,0.00,N/A
104.21.220.218,4,4,0.00,3.51,0.00,N/A
162.158.172.37,4,4,0.00,3.52,0.00,N/A
104.25.140.31,4,4,0.00,3.53,0.00,N/A
104.18.79.67,4,4,0.00,3.53,0.00,N/A
172.67.44.185,4,4,0.00,3.56,0.00,N/A
104.23.207.174,4,4,0.00,3.57,0.00,N/A
172.66.108.146,4,4,0.00,3.57,0.00,N/A
172.66.93.204,4,4,0.00,3.58,0.00,N/A
104.23.231.174,4,4,0.00,3.59,0.00,N/A
104.26.103.228,4,4,0.00,3.60,0.00,N/A
104.26.84.60,4,4,0.00,3.61,0.00,N/A
104.22.113.213,4,4,0.00,3.61,0.00,N/A
104.30.56.180,4,4,0.00,3.62,0.00,N/A
104.21.219.85,4,4,0.00,3.63,0.00,N/A
104.25.186.158,4,4,0.00,3.63,0.00,N/A
172.66.107.8,4,4,0.00,3.63,0.00,N/A
104.22.15.158,4,4,0.00,3.64,0.00,N/A
172.66.91.0,4,4,0.00,3.67,0.00,N/A
162.159.82.147,4,4,0.00,3.68,0.00,N/A
172.65.203.189,4,4,0.00,3.69,0.00,N/A
104.30.137.136,4,4,0.00,3.69,0.00,N/A
104.31.157.128,4,4,0.00,3.70,0.00,N/A
104.26.94.114,4,4,0.00,3.70,0.00,N/A
104.24.111.168,4,4,0.00,3.73,0.00,N/A
104.22.6.180,4,4,0.00,3.76,0.00,N/A
104.24.60.179,4,4,0.00,3.77,0.00,N/A
104.21.246.229,4,4,0.00,3.77,0.00,N/A
104.24.108.115,4,4,0.00,3.78,0.00,N/A
162.159.75.178,4,4,0.00,3.78,0.00,N/A
172.66.89.115,4,4,0.00,3.80,0.00,N/A
104.26.99.130,4,4,0.00,3.80,0.00,N/A
172.67.49.204,4,4,0.00,3.83,0.00,N/A
104.24.95.203,4,4,0.00,3.83,0.00,N/A
172.66.106.126,4,4,0.00,3.84,0.00,N/A
104.31.129.142,4,4,0.00,3.84,0.00,N/A
104.19.80.215,4,4,0.00,3.85,0.00,N/A
172.67.46.139,4,4,0.00,3.85,0.00,N/A
104.21.216.159,4,4,0.00,3.85,0.00,N/A
162.159.91.250,4,4,0.00,3.86,0.00,N/A
104.30.55.38,4,4,0.00,3.87,0.00,N/A
104.22.7.119,4,4,0.00,3.88,0.00,N/A
104.23.219.212,4,4,0.00,3.90,0.00,N/A
104.21.100.22,4,4,0.00,3.90,0.00,N/A
162.159.65.195,4,4,0.00,3.90,0.00,N/A
104.22.4.169,4,4,0.00,3.91,0.00,N/A
172.66.90.66,4,4,0.00,3.91,0.00,N/A
172.66.88.252,4,4,0.00,3.92,0.00,N/A
104.30.51.83,4,4,0.00,3.92,0.00,N/A
172.67.50.208,4,4,0.00,3.92,0.00,N/A
104.23.216.170,4,4,0.00,3.92,0.00,N/A
104.31.204.167,4,4,0.00,3.92,0.00,N/A
104.22.8.161,4,4,0.00,3.92,0.00,N/A
162.159.38.239,4,4,0.00,3.94,0.00,N/A
104.24.54.22,4,4,0.00,3.96,0.00,N/A
104.24.103.195,4,4,0.00,3.97,0.00,N/A
104.24.52.165,4,4,0.00,3.97,0.00,N/A
104.23.224.20,4,4,0.00,3.98,0.00,N/A
104.27.210.138,4,4,0.00,3.99,0.00,N/A
104.23.210.83,4,4,0.00,3.99,0.00,N/A
172.66.98.64,4,4,0.00,3.99,0.00,N/A
104.23.138.47,4,4,0.00,4.00,0.00,N/A
104.25.187.28,4,4,0.00,4.02,0.00,N/A
104.16.174.46,4,4,0.00,4.06,0.00,N/A
104.25.78.43,4,4,0.00,4.07,0.00,N/A
172.67.45.81,4,4,0.00,4.08,0.00,N/A
104.27.212.58,4,4,0.00,4.09,0.00,N/A
104.31.154.146,4,4,0.00,4.10,0.00,N/A
104.24.196.128,4,4,0.00,4.10,0.00,N/A
172.66.99.114,4,4,0.00,4.13,0.00,N/A
172.66.100.170,4,4,0.00,4.15,0.00,N/A
162.159.39.31,4,4,0.00,4.16,0.00,N/A
104.24.202.134,4,4,0.00,4.18,0.00,N/A
104.23.213.199,4,4,0.00,4.18,0.00,N/A
104.22.40.163,4,4,0.00,4.18,0.00,N/A
104.22.19.135,4,4,0.00,4.21,0.00,N/A
104.24.206.152,4,4,0.00,4.22,0.00,N/A
162.159.67.170,4,4,0.00,4.22,0.00,N/A
172.66.95.69,4,4,0.00,4.23,0.00,N/A
172.66.94.105,4,4,0.00,4.23,0.00,N/A
104.22.24.217,4,4,0.00,4.24,0.00,N/A
104.31.167.21,4,4,0.00,4.25,0.00,N/A
162.159.40.113,4,4,0.00,4.27,0.00,N/A
104.24.32.24,4,4,0.00,4.28,0.00,N/A
104.25.75.26,4,4,0.00,4.29,0.00,N/A
162.159.42.131,4,4,0.00,4.29,0.00,N/A
172.66.96.98,4,4,0.00,4.30,0.00,N/A
104.22.25.144,4,4,0.00,4.31,0.00,N/A
162.159.63.96,4,4,0.00,4.32,0.00,N/A
104.22.36.66,4,4,0.00,4.33,0.00,N/A
104.22.102.128,4,4,0.00,4.33,0.00,N/A
104.23.223.7,4,4,0.00,4.37,0.00,N/A
104.26.100.44,4,4,0.00,4.40,0.00,N/A
172.67.51.180,4,4,0.00,4.41,0.00,N/A
104.30.52.77,4,4,0.00,4.42,0.00,N/A
104.24.43.90,4,4,0.00,4.44,0.00,N/A
172.66.97.123,4,4,0.00,4.44,0.00,N/A
104.24.102.190,4,4,0.00,4.47,0.00,N/A
104.25.123.81,4,4,0.00,4.48,0.00,N/A
104.26.98.61,4,4,0.00,4.51,0.00,N/A
104.31.169.221,4,4,0.00,4.51,0.00,N/A
104.30.53.200,4,4,0.00,4.53,0.00,N/A
104.30.58.84,4,4,0.00,4.54,0.00,N/A
104.24.200.38,4,4,0.00,4.57,0.00,N/A
104.27.213.190,4,4,0.00,4.57,0.00,N/A
104.24.105.215,4,4,0.00,4.57,0.00,N/A
104.30.54.127,4,4,0.00,4.58,0.00,N/A
104.22.37.188,4,4,0.00,4.58,0.00,N/A
104.22.112.235,4,4,0.00,4.59,0.00,N/A
162.159.93.143,4,4,0.00,4.62,0.00,N/A
104.31.159.132,4,4,0.00,4.64,0.00,N/A
104.31.131.252,4,4,0.00,4.64,0.00,N/A
104.22.101.19,4,4,0.00,4.65,0.00,N/A
104.23.222.212,4,4,0.00,4.69,0.00,N/A
104.24.107.86,4,4,0.00,4.69,0.00,N/A
104.24.40.248,4,4,0.00,4.70,0.00,N/A
172.66.92.121,4,4,0.00,4.70,0.00,N/A
104.31.158.176,4,4,0.00,4.70,0.00,N/A
104.30.138.196,4,4,0.00,4.70,0.00,N/A
104.18.81.104,4,4,0.00,4.70,0.00,N/A
104.24.203.79,4,4,0.00,4.73,0.00,N/A
162.159.95.114,4,4,0.00,4.76,0.00,N/A
104.23.103.207,4,4,0.00,4.76,0.00,N/A
104.26.97.154,4,4,0.00,4.77,0.00,N/A
162.159.47.251,4,4,0.00,4.78,0.00,N/A
162.159.79.117,4,4,0.00,4.80,0.00,N/A
104.24.104.183,4,4,0.00,4.81,0.00,N/A
104.26.96.68,4,4,0.00,4.85,0.00,N/A
104.22.21.72,4,4,0.00,4.86,0.00,N/A
104.24.63.164,4,4,0.00,4.92,0.00,N/A
104.26.81.44,4,4,0.00,4.93,0.00,N/A
162.159.72.156,4,4,0.00,4.94,0.00,N/A
104.17.21.179,4,4,0.00,4.97,0.00,N/A
104.21.244.11,4,4,0.00,4.98,0.00,N/A
104.26.79.19,4,4,0.00,4.98,0.00,N/A
104.24.39.98,4,4,0.00,4.98,0.00,N/A
104.21.243.48,4,4,0.00,5.03,0.00,N/A
104.26.82.238,4,4,0.00,5.03,0.00,N/A
162.159.73.57,4,4,0.00,5.04,0.00,N/A
104.26.18.9,4,4,0.00,5.05,0.00,N/A
104.22.42.103,4,4,0.00,5.05,0.00,N/A
104.24.96.179,4,4,0.00,5.06,0.00,N/A
104.27.205.249,4,4,0.00,5.06,0.00,N/A
104.31.203.74,4,4,0.00,5.07,0.00,N/A
104.22.22.109,4,4,0.00,5.08,0.00,N/A
104.24.116.51,4,4,0.00,5.08,0.00,N/A
104.24.97.13,4,4,0.00,5.09,0.00,N/A
104.22.5.145,4,4,0.00,5.09,0.00,N/A
104.24.98.33,4,4,0.00,5.10,0.00,N/A
104.23.139.33,4,4,0.00,5.11,0.00,N/A
104.23.211.207,4,4,0.00,5.19,0.00,N/A
104.19.199.184,4,4,0.00,5.19,0.00,N/A
104.26.85.126,4,4,0.00,5.23,0.00,N/A
104.31.156.118,4,4,0.00,5.37,0.00,N/A
104.26.80.248,4,4,0.00,5.40,0.00,N/A
162.159.92.144,4,4,0.00,5.42,0.00,N/A
104.25.76.63,4,4,0.00,5.42,0.00,N/A
104.22.38.121,4,4,0.00,5.43,0.00,N/A
104.24.100.196,4,4,0.00,5.43,0.00,N/A
104.24.106.62,4,4,0.00,5.48,0.00,N/A
104.24.101.125,4,4,0.00,5.51,0.00,N/A
104.24.240.117,4,4,0.00,5.51,0.00,N/A
104.26.21.134,4,4,0.00,5.54,0.00,N/A
104.24.99.112,4,4,0.00,5.57,0.00,N/A
162.159.189.115,4,4,0.00,5.57,0.00,N/A
104.23.220.210,4,4,0.00,5.58,0.00,N/A
104.31.163.139,4,4,0.00,5.58,0.00,N/A
104.29.59.10,4,4,0.00,5.60,0.00,N/A
104.23.20.140,4,4,0.00,5.67,0.00,N/A
104.19.81.200,4,4,0.00,5.68,0.00,N/A
104.26.72.251,4,4,0.00,5.68,0.00,N/A
104.23.221.80,4,4,0.00,5.72,0.00,N/A
104.22.2.226,4,4,0.00,5.75,0.00,N/A
162.159.183.226,4,4,0.00,5.79,0.00,N/A
104.25.77.90,4,4,0.00,5.85,0.00,N/A
104.17.127.17,4,4,0.00,5.86,0.00,N/A
162.158.63.87,4,4,0.00,6.03,0.00,N/A
104.22.9.191,4,4,0.00,6.04,0.00,N/A
104.22.0.59,4,4,0.00,6.06,0.00,N/A
162.159.157.119,4,4,0.00,6.08,0.00,N/A
104.16.175.236,4,4,0.00,6.10,0.00,N/A
104.17.25.176,4,4,0.00,6.13,0.00,N/A
162.159.155.8,4,4,0.00,6.17,0.00,N/A
104.24.113.238,4,4,0.00,6.17,0.00,N/A
104.23.233.243,4,4,0.00,6.20,0.00,N/A
104.24.204.77,4,4,0.00,6.21,0.00,N/A
104.26.69.195,4,4,0.00,6.24,0.00,N/A
104.25.134.236,4,4,0.00,6.26,0.00,N/A
162.159.160.74,4,4,0.00,6.26,0.00,N/A
104.24.205.53,4,4,0.00,6.27,0.00,N/A
104.26.68.123,4,4,0.00,6.28,0.00,N/A
104.26.70.57,4,4,0.00,6.32,0.00,N/A
104.31.170.153,4,4,0.00,6.34,0.00,N/A
104.24.182.179,4,4,0.00,6.46,0.00,N/A
104.26.93.145,4,4,0.00,6.48,0.00,N/A
162.159.165.230,4,4,0.00,6.50,0.00,N/A
104.24.197.173,4,4,0.00,6.62,0.00,N/A
104.24.118.213,4,4,0.00,6.63,0.00,N/A
104.24.114.80,4,4,0.00,6.64,0.00,N/A
104.22.39.224,4,4,0.00,6.64,0.00,N/A
104.21.255.69,4,4,0.00,6.67,0.00,N/A
104.16.180.117,4,4,0.00,6.72,0.00,N/A
104.30.59.7,4,4,0.00,6.75,0.00,N/A
104.29.182.242,4,4,0.00,6.82,0.00,N/A
104.25.225.244,4,4,0.00,6.83,0.00,N/A
104.17.20.221,4,4,0.00,6.85,0.00,N/A
104.26.73.178,4,4,0.00,6.86,0.00,N/A
104.26.76.121,4,4,0.00,6.88,0.00,N/A
104.30.99.167,4,4,0.00,6.89,0.00,N/A
104.18.233.239,4,4,0.00,6.89,0.00,N/A
104.23.232.88,4,4,0.00,6.90,0.00,N/A
104.22.100.118,4,4,0.00,6.96,0.00,N/A
104.22.34.249,4,4,0.00,6.98,0.00,N/A
104.21.242.229,4,4,0.00,7.03,0.00,N/A
104.26.71.40,4,4,0.00,7.03,0.00,N/A
172.66.172.13,4,4,0.00,7.04,0.00,N/A
104.29.231.213,4,4,0.00,7.08,0.00,N/A
104.16.176.217,4,4,0.00,7.09,0.00,N/A
104.23.141.120,4,4,0.00,7.11,0.00,N/A
104.24.115.64,4,4,0.00,7.14,0.00,N/A
104.22.3.224,4,4,0.00,7.15,0.00,N/A
104.26.83.68,4,4,0.00,7.15,0.00,N/A
104.22.114.79,4,4,0.00,7.23,0.00,N/A
104.26.22.14,4,4,0.00,7.27,0.00,N/A
104.22.111.140,4,4,0.00,7.28,0.00,N/A
104.22.115.82,4,4,0.00,7.33,0.00,N/A
104.29.234.236,4,4,0.00,7.33,0.00,N/A
104.24.213.24,4,4,0.00,7.33,0.00,N/A
104.22.103.138,4,4,0.00,7.35,0.00,N/A
104.22.1.53,4,4,0.00,7.41,0.00,N/A
104.31.165.215,4,4,0.00,7.41,0.00,N/A
104.24.199.76,4,4,0.00,7.45,0.00,N/A
104.26.74.142,4,4,0.00,7.54,0.00,N/A
104.28.244.55,4,4,0.00,7.55,0.00,N/A
104.29.60.92,4,4,0.00,7.55,0.00,N/A
104.21.245.142,4,4,0.00,7.59,0.00,N/A
104.25.132.199,4,4,0.00,7.71,0.00,N/A
104.26.77.82,4,4,0.00,7.74,0.00,N/A
104.29.232.86,4,4,0.00,7.76,0.00,N/A
104.22.27.252,4,4,0.00,7.78,0.00,N/A
162.159.191.36,4,4,0.00,7.78,0.00,N/A
104.24.207.166,4,4,0.00,7.81,0.00,N/A
172.66.177.166,4,4,0.00,7.88,0.00,N/A
104.21.247.112,4,4,0.00,7.89,0.00,N/A
104.22.33.114,4,4,0.00,7.94,0.00,N/A
162.159.158.140,4,4,0.00,8.05,0.00,N/A
162.159.194.247,4,4,0.00,8.07,0.00,N/A
104.22.104.60,4,4,0.00,8.12,0.00,N/A
104.22.116.77,4,4,0.00,8.13,0.00,N/A
104.17.26.11,4,4,0.00,8.21,0.00,N/A
104.20.244.39,4,4,0.00,8.23,0.00,N/A
198.41.131.71,4,4,0.00,8.28,0.00,N/A
104.22.110.177,4,4,0.00,8.31,0.00,N/A
104.17.251.141,4,4,0.00,8.33,0.00,N/A
