IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
162.159.19.245,4,4,0.00,73.76,0.00,N/A
172.64.42.88,4,4,0.00,73.78,0.00,N/A
198.41.211.38,4,4,0.00,74.15,0.00,N/A
104.18.33.114,4,4,0.00,74.30,0.00,N/A
172.64.159.88,4,4,0.00,74.33,0.00,N/A
172.64.48.141,4,4,0.00,74.60,0.00,N/A
104.18.32.113,4,4,0.00,74.63,0.00,N/A
162.159.62.241,4,4,0.00,74.69,0.00,N/A
172.64.154.130,4,4,0.00,74.71,0.00,N/A
104.18.39.188,4,4,0.00,74.73,0.00,N/A
162.159.9.8,4,4,0.00,74.73,0.00,N/A
162.159.21.66,4,4,0.00,74.89,0.00,N/A
104.18.35.29,4,4,0.00,74.99,0.00,N/A
172.64.152.126,4,4,0.00,75.08,0.00,N/A
162.159.3.125,4,4,0.00,75.11,0.00,N/A
198.41.222.237,4,4,0.00,75.36,0.00,N/A
162.159.38.202,4,4,0.00,75.65,0.00,N/A
172.64.149.186,4,4,0.00,75.86,0.00,N/A
162.159.17.209,4,4,0.00,75.93,0.00,N/A
162.159.7.187,4,4,0.00,76.14,0.00,N/A
104.18.38.140,4,4,0.00,76.17,0.00,N/A
104.18.41.147,4,4,0.00,76.32,0.00,N/A
162.159.2.187,4,4,0.00,78.09,0.00,N/A
104.18.40.200,4,4,0.00,78.33,0.00,N/A
162.159.22.138,4,4,0.00,78.63,0.00,N/A
104.18.47.192,4,4,0.00,78.82,0.00,N/A
104.18.45.145,4,4,0.00,79.20,0.00,N/A
162.159.39.30,4,4,0.00,79.62,0.00,N/A
104.18.44.167,4,4,0.00,79.80,0.00,N/A
162.159.5.130,4,4,0.00,80.59,0.00,N/A
162.159.45.8,4,4,0.00,80.72,0.00,N/A
108.162.195.202,4,4,0.00,80.86,0.00,N/A
162.159.12.192,4,4,0.00,81.18,0.00,N/A
104.18.43.28,4,4,0.00,81.37,0.00,N/A
104.18.46.88,4,4,0.00,81.49,0.00,N/A
162.159.35.51,4,4,0.00,81.64,0.00,N/A
162.159.20.117,4,4,0.00,81.69,0.00,N/A
104.18.37.128,4,4,0.00,82.56,0.00,N/A
108.162.193.242,4,4,0.00,82.79,0.00,N/A
162.159.57.80,4,4,0.00,83.21,0.00,N/A
162.159.1.128,4,4,0.00,83.60,0.00,N/A
162.159.32.223,4,4,0.00,83.64,0.00,N/A
162.159.27.138,4,4,0.00,83.86,0.00,N/A
162.159.58.197,4,4,0.00,84.14,0.00,N/A
162.159.18.37,4,4,0.00,84.27,0.00,N/A
162.159.49.253,4,4,0.00,84.50,0.00,N/A
162.159.14.114,4,4,0.00,85.07,0.00,N/A
162.159.11.227,4,4,0.00,85.37,0.00,N/A
162.159.6.205,4,4,0.00,85.68,0.00,N/A
162.159.8.126,4,4,0.00,85.81,0.00,N/A
162.159.46.130,4,4,0.00,85.82,0.00,N/A
162.159.48.129,4,4,0.00,86.57,0.00,N/A
162.159.23.97,4,4,0.00,86.69,0.00,N/A
162.159.25.173,4,4,0.00,87.58,0.00,N/A
162.159.0.201,4,4,0.00,87.62,0.00,N/A
162.159.16.22,4,4,0.00,88.42,0.00,N/A
162.159.42.108,4,4,0.00,89.35,0.00,N/A
162.159.43.214,4,4,0.00,90.73,0.00,N/A
162.159.56.167,4,4,0.00,90.83,0.00,N/A
173.245.59.115,4,4,0.00,91.82,0.00,N/A
162.159.41.116,4,4,0.00,92.67,0.00,N/A
162.159.51.76,4,4,0.00,94.46,0.00,N/A
162.159.50.26,4,4,0.00,95.05,0.00,N/A
162.159.36.39,4,4,0.00,95.22,0.00,N/A
162.159.26.171,4,4,0.00,95.97,0.00,N/A
162.159.40.5,4,4,0.00,96.26,0.00,N/A
162.159.33.62,4,4,0.00,97.62,0.00,N/A
162.159.34.79,4,4,0.00,98.85,0.00,N/A
173.245.58.179,4,4,0.00,101.75,0.00,N/A
162.159.24.246,4,4,0.00,102.39,0.00,N/A
104.17.118.128,4,4,0.00,131.49,0.00,N/A
104.17.0.49,4,4,0.00,134.19,0.00,N/A
172.65.205.148,4,4,0.00,134.21,0.00,N/A
104.18.9.120,4,4,0.00,134.87,0.00,N/A
172.65.255.254,4,4,0.00,134.96,0.00,N/A
104.18.164.178,4,4,0.00,135.13,0.00,N/A
172.64.235.84,4,4,0.00,135.28,0.00,N/A
172.64.231.200,4,4,0.00,135.85,0.00,N/A
104.18.131.242,4,4,0.00,135.98,0.00,N/A
104.18.167.41,4,4,0.00,136.14,0.00,N/A
104.18.52.231,4,4,0.00,136.30,0.00,N/A
198.41.204.181,4,4,0.00,136.56,0.00,N/A
104.17.37.162,4,4,0.00,136.94,0.00,N/A
104.17.220.243,4,4,0.00,136.97,0.00,N/A
104.18.148.56,4,4,0.00,137.07,0.00,N/A
104.18.178.215,4,4,0.00,137.44,0.00,N/A
104.17.194.113,4,4,0.00,137.49,0.00,N/A
172.65.254.140,4,4,0.00,137.81,0.00,N/A
104.17.173.152,4,4,0.00,137.85,0.00,N/A
104.17.63.24,4,4,0.00,137.95,0.00,N/A
104.17.211.21,4,4,0.00,138.03,0.00,N/A
104.17.46.242,4,4,0.00,138.04,0.00,N/A
104.17.188.78,4,4,0.00,138.47,0.00,N/A
172.66.3.217,4,4,0.00,138.48,0.00,N/A
104.29.126.217,4,4,0.00,138.53,0.00,N/A
104.18.136.106,4,4,0.00,138.62,0.00,N/A
104.16.46.68,4,4,0.00,138.64,0.00,N/A
104.16.14.30,4,4,0.00,138.76,0.00,N/A
104.17.164.135,4,4,0.00,138.82,0.00,N/A
104.16.192.35,4,4,0.00,138.84,0.00,N/A
104.18.58.28,4,4,0.00,138.93,0.00,N/A
104.18.105.128,4,4,0.00,138.96,0.00,N/A
104.17.126.108,4,4,0.00,138.97,0.00,N/A
104.16.83.3,4,4,0.00,139.07,0.00,N/A
104.17.190.200,4,4,0.00,139.28,0.00,N/A
104.18.60.210,4,4,0.00,139.28,0.00,N/A
172.65.238.83,4,4,0.00,139.32,0.00,N/A
104.16.172.134,4,4,0.00,139.34,0.00,N/A
104.17.140.206,4,4,0.00,139.42,0.00,N/A
104.16.155.239,4,4,0.00,139.53,0.00,N/A
104.17.38.83,4,4,0.00,139.53,0.00,N/A
104.17.18.57,4,4,0.00,139.60,0.00,N/A
104.17.208.187,4,4,0.00,139.61,0.00,N/A
104.18.133.70,4,4,0.00,139.69,0.00,N/A
172.64.229.45,4,4,0.00,139.73,0.00,N/A
104.16.37.191,4,4,0.00,139.73,0.00,N/A
104.17.9.41,4,4,0.00,139.80,0.00,N/A
104.16.77.24,4,4,0.00,139.83,0.00,N/A
172.65.207.21,4,4,0.00,140.02,0.00,N/A
198.41.192.161,4,4,0.00,140.08,0.00,N/A
104.16.11.250,4,4,0.00,140.21,0.00,N/A
104.17.189.23,4,4,0.00,140.29,0.00,N/A
104.16.220.85,4,4,0.00,140.29,0.00,N/A
104.18.57.152,4,4,0.00,140.34,0.00,N/A
104.29.125.235,4,4,0.00,140.35,0.00,N/A
104.16.88.59,4,4,0.00,140.38,0.00,N/A
172.65.243.111,4,4,0.00,140.45,0.00,N/A
104.17.230.11,4,4,0.00,140.48,0.00,N/A
104.18.70.217,4,4,0.00,140.53,0.00,N/A
162.159.199.176,4,4,0.00,140.85,0.00,N/A
104.17.232.178,4,4,0.00,140.94,0.00,N/A
198.41.197.231,4,4,0.00,141.00,0.00,N/A
104.16.20.12,4,4,0.00,141.01,0.00,N/A
104.17.209.1,4,4,0.00,141.03,0.00,N/A
104.16.162.179,4,4,0.00,141.05,0.00,N/A
104.17.182.71,4,4,0.00,141.28,0.00,N/A
104.16.190.23,4,4,0.00,141.32,0.00,N/A
104.16.4.235,4,4,0.00,141.34,0.00,N/A
104.16.107.3,4,4,0.00,141.40,0.00,N/A
104.19.220.14,4,4,0.00,141.42,0.00,N/A
104.18.152.53,4,4,0.00,141.49,0.00,N/A
104.18.92.126,4,4,0.00,141.49,0.00,N/A
104.16.103.86,4,4,0.00,141.50,0.00,N/A
104.16.214.117,4,4,0.00,141.54,0.00,N/A
104.21.237.66,4,4,0.00,141.75,0.00,N/A
104.17.48.215,4,4,0.00,141.81,0.00,N/A
104.18.170.209,4,4,0.00,141.84,0.00,N/A
172.65.250.21,4,4,0.00,141.86,0.00,N/A
104.16.41.6,4,4,0.00,141.89,0.00,N/A
104.17.41.94,4,4,0.00,141.89,0.00,N/A
104.16.72.55,4,4,0.00,141.90,0.00,N/A
104.17.108.38,4,4,0.00,141.94,0.00,N/A
104.19.130.162,4,4,0.00,141.95,0.00,N/A
104.18.109.217,4,4,0.00,141.95,0.00,N/A
104.16.243.164,4,4,0.00,141.95,0.00,N/A
104.18.134.5,4,4,0.00,142.01,0.00,N/A
104.16.68.177,4,4,0.00,142.07,0.00,N/A
172.65.252.235,4,4,0.00,142.12,0.00,N/A
104.17.245.127,4,4,0.00,142.12,0.00,N/A
172.64.66.157,4,4,0.00,142.13,0.00,N/A
104.18.144.84,4,4,0.00,142.23,0.00,N/A
104.16.254.180,4,4,0.00,142.23,0.00,N/A
104.16.7.18,4,4,0.00,142.25,0.00,N/A
104.18.127.253,4,4,0.00,142.61,0.00,N/A
104.18.88.102,4,4,0.00,142.65,0.00,N/A
104.17.81.243,4,4,0.00,142.75,0.00,N/A
104.17.73.40,4,4,0.00,142.85,0.00,N/A
104.17.79.109,4,4,0.00,142.92,0.00,N/A
104.18.66.201,4,4,0.00,142.93,0.00,N/A
104.21.229.160,4,4,0.00,143.04,0.00,N/A
104.17.234.230,4,4,0.00,143.07,0.00,N/A
104.17.221.77,4,4,0.00,143.11,0.00,N/A
104.17.56.57,4,4,0.00,143.12,0.00,N/A
104.18.22.65,4,4,0.00,143.13,0.00,N/A
104.17.58.227,4,4,0.00,143.17,0.00,N/A
104.16.80.47,4,4,0.00,143.22,0.00,N/A
104.18.112.218,4,4,0.00,143.32,0.00,N/A
104.18.99.156,4,4,0.00,143.32,0.00,N/A
172.64.176.181,4,4,0.00,143.32,0.00,N/A
104.17.102.172,4,4,0.00,143.36,0.00,N/A
104.16.193.27,4,4,0.00,143.40,0.00,N/A
162.159.247.209,4,4,0.00,143.62,0.00,N/A
104.18.68.242,4,4,0.00,143.66,0.00,N/A
104.16.123.198,4,4,0.00,143.67,0.00,N/A
104.16.240.251,4,4,0.00,143.69,0.00,N/A
104.16.71.217,4,4,0.00,143.74,0.00,N/A
172.65.222.204,4,4,0.00,143.74,0.00,N/A
162.159.241.92,4,4,0.00,143.79,0.00,N/A
104.17.64.213,4,4,0.00,143.87,0.00,N/A
104.16.122.77,4,4,0.00,143.92,0.00,N/A
104.16.25.207,4,4,0.00,143.95,0.00,N/A
104.16.233.14,4,4,0.00,144.02,0.00,N/A
104.16.8.152,4,4,0.00,144.06,0.00,N/A
104.18.11.19,4,4,0.00,144.09,0.00,N/A
104.17.93.6,4,4,0.00,144.10,0.00,N/A
104.16.176.247,4,4,0.00,144.10,0.00,N/A
104.16.138.154,4,4,0.00,144.13,0.00,N/A
104.16.10.214,4,4,0.00,144.14,0.00,N/A
104.21.238.240,4,4,0.00,144.22,0.00,N/A
104.18.200.176,4,4,0.00,144.32,0.00,N/A
104.16.198.6,4,4,0.00,144.33,0.00,N/A
104.29.127.67,4,4,0.00,144.35,0.00,N/A
104.16.102.237,4,4,0.00,144.43,0.00,N/A
104.21.226.173,4,4,0.00,144.45,0.00,N/A
104.18.201.146,4,4,0.00,144.50,0.00,N/A
104.17.240.18,4,4,0.00,144.50,0.00,N/A
198.41.194.92,4,4,0.00,144.51,0.00,N/A
104.16.147.219,4,4,0.00,144.58,0.00,N/A
104.17.71.28,4,4,0.00,144.59,0.00,N/A
104.18.156.237,4,4,0.00,144.64,0.00,N/A
104.16.87.145,4,4,0.00,144.77,0.00,N/A
104.17.129.210,4,4,0.00,144.79,0.00,N/A
104.17.59.160,4,4,0.00,144.83,0.00,N/A
104.17.198.182,4,4,0.00,144.84,0.00,N/A
162.159.248.149,4,4,0.00,144.95,0.00,N/A
104.18.48.79,4,4,0.00,145.01,0.00,N/A
198.41.195.99,4,4,0.00,145.01,0.00,N/A
104.18.171.213,4,4,0.00,145.02,0.00,N/A
162.159.249.73,4,4,0.00,145.06,0.00,N/A
104.18.81.153,4,4,0.00,145.13,0.00,N/A
104.18.120.236,4,4,0.00,145.22,0.00,N/A
162.159.207.63,4,4,0.00,145.26,0.00,N/A
104.16.86.157,4,4,0.00,145.26,0.00,N/A
104.18.28.97,4,4,0.00,145.26,0.00,N/A
172.64.83.25,4,4,0.00,145.26,0.00,N/A
104.17.55.157,4,4,0.00,145.31,0.00,N/A
104.17.112.228,4,4,0.00,145.53,0.00,N/A
104.17.43.14,4,4,0.00,145.63,0.00,N/A
104.17.16.19,4,4,0.00,145.63,0.00,N/A
104.16.242.6,4,4,0.00,145.64,0.00,N/A
104.17.133.155,4,4,0.00,145.65,0.00,N/A
162.159.242.68,4,4,0.00,145.69,0.00,N/A
104.18.154.210,4,4,0.00,145.72,0.00,N/A
172.65.203.238,4,4,0.00,145.72,0.00,N/A
198.41.217.59,4,4,0.00,145.74,0.00,N/A
104.16.188.108,4,4,0.00,145.77,0.00,N/A
104.17.148.254,4,4,0.00,145.83,0.00,N/A
162.159.236.145,4,4,0.00,145.83,0.00,N/A
104.16.58.10,4,4,0.00,145.84,0.00,N/A
104.17.29.25,4,4,0.00,145.88,0.00,N/A
104.17.115.128,4,4,0.00,145.91,0.00,N/A
104.16.235.115,4,4,0.00,145.92,0.00,N/A
104.18.16.250,4,4,0.00,145.95,0.00,N/A
104.17.235.68,4,4,0.00,145.96,0.00,N/A
104.18.187.70,4,4,0.00,145.99,0.00,N/A
104.21.228.179,4,4,0.00,146.00,0.00,N/A
104.18.169.67,4,4,0.00,146.02,0.00,N/A
104.17.78.251,4,4,0.00,146.09,0.00,N/A
104.17.92.186,4,4,0.00,146.11,0.00,N/A
172.65.244.67,4,4,0.00,146.13,0.00,N/A
104.18.124.214,4,4,0.00,146.21,0.00,N/A
198.41.200.48,4,4,0.00,146.24,0.00,N/A
104.18.255.189,4,4,0.00,146.28,0.00,N/A
104.16.121.49,4,4,0.00,146.29,0.00,N/A
104.17.163.63,4,4,0.00,146.29,0.00,N/A
104.17.60.252,4,4,0.00,146.29,0.00,N/A
104.16.64.254,4,4,0.00,146.31,0.00,N/A
104.16.221.46,4,4,0.00,146.32,0.00,N/A
104.17.167.26,4,4,0.00,146.34,0.00,N/A
104.16.154.98,4,4,0.00,146.39,0.00,N/A
104.18.29.33,4,4,0.00,146.42,0.00,N/A
104.16.61.71,4,4,0.00,146.44,0.00,N/A
104.18.23.214,4,4,0.00,146.44,0.00,N/A
104.17.98.228,4,4,0.00,146.46,0.00,N/A
104.18.128.34,4,4,0.00,146.49,0.00,N/A
104.18.139.210,4,4,0.00,146.51,0.00,N/A
104.16.149.63,4,4,0.00,146.51,0.00,N/A
104.18.110.215,4,4,0.00,146.54,0.00,N/A
104.16.120.105,4,4,0.00,146.56,0.00,N/A
104.16.65.148,4,4,0.00,146.71,0.00,N/A
104.18.3.29,4,4,0.00,146.72,0.00,N/A
104.16.116.207,4,4,0.00,146.73,0.00,N/A
104.21.232.29,4,4,0.00,146.77,0.00,N/A
104.21.227.127,4,4,0.00,146.80,0.00,N/A
104.17.202.221,4,4,0.00,146.87,0.00,N/A
104.18.157.57,4,4,0.00,146.88,0.00,N/A
104.18.126.76,4,4,0.00,146.90,0.00,N/A
104.17.251.247,4,4,0.00,146.94,0.00,N/A
104.17.61.76,4,4,0.00,147.01,0.00,N/A
104.16.117.251,4,4,0.00,147.07,0.00,N/A
104.16.129.163,4,4,0.00,147.08,0.00,N/A
104.18.101.44,4,4,0.00,147.11,0.00,N/A
172.64.88.95,4,4,0.00,147.18,0.00,N/A
104.17.252.101,4,4,0.00,147.20,0.00,N/A
104.17.197.30,4,4,0.00,147.23,0.00,N/A
104.16.54.153,4,4,0.00,147.24,0.00,N/A
104.16.173.231,4,4,0.00,147.25,0.00,N/A
104.16.210.248,4,4,0.00,147.30,0.00,N/A
104.18.129.26,4,4,0.00,147.37,0.00,N/A
104.16.16.182,4,4,0.00,147.39,0.00,N/A
104.16.127.68,4,4,0.00,147.49,0.00,N/A
104.18.19.230,4,4,0.00,147.50,0.00,N/A
104.18.5.197,4,4,0.00,147.51,0.00,N/A
104.16.92.197,4,4,0.00,147.56,0.00,N/A
104.18.67.218,4,4,0.00,147.62,0.00,N/A
104.16.89.146,4,4,0.00,147.67,0.00,N/A
104.16.137.98,4,4,0.00,147.68,0.00,N/A
104.17.215.254,4,4,0.00,147.71,0.00,N/A
104.17.236.24,4,4,0.00,147.73,0.00,N/A
104.17.51.110,4,4,0.00,147.79,0.00,N/A
104.17.158.234,4,4,0.00,147.82,0.00,N/A
104.16.126.90,4,4,0.00,147.85,0.00,N/A
104.17.33.211,4,4,0.00,147.93,0.00,N/A
104.16.78.206,4,4,0.00,148.07,0.00,N/A
104.16.144.73,4,4,0.00,148.07,0.00,N/A
104.17.244.218,4,4,0.00,148.09,0.00,N/A
104.21.235.23,4,4,0.00,148.09,0.00,N/A
104.17.181.170,4,4,0.00,148.13,0.00,N/A
172.64.86.100,4,4,0.00,148.13,0.00,N/A
104.17.179.240,4,4,0.00,148.15,0.00,N/A
104.16.237.149,4,4,0.00,148.17,0.00,N/A
104.16.53.69,4,4,0.00,148.22,0.00,N/A
172.64.80.187,4,4,0.00,148.28,0.00,N/A
104.16.94.24,4,4,0.00,148.29,0.00,N/A
104.16.160.122,4,4,0.00,148.30,0.00,N/A
104.16.69.232,4,4,0.00,148.31,0.00,N/A
104.17.111.47,4,4,0.00,148.33,0.00,N/A
104.16.251.211,4,4,0.00,148.34,0.00,N/A
104.17.178.135,4,4,0.00,148.37,0.00,N/A
104.18.89.114,4,4,0.00,148.43,0.00,N/A
172.65.248.99,4,4,0.00,148.44,0.00,N/A
104.18.84.194,4,4,0.00,148.46,0.00,N/A
104.21.225.8,4,4,0.00,148.49,0.00,N/A
104.16.167.66,4,4,0.00,148.59,0.00,N/A
172.64.91.93,4,4,0.00,148.62,0.00,N/A
104.16.146.25,4,4,0.00,148.65,0.00,N/A
162.159.253.189,4,4,0.00,148.68,0.00,N/A
162.159.245.130,4,4,0.00,148.70,0.00,N/A
104.17.138.135,4,4,0.00,148.71,0.00,N/A
104.16.1.66,4,4,0.00,148.76,0.00,N/A
104.16.39.58,4,4,0.00,148.77,0.00,N/A
104.17.224.176,4,4,0.00,148.78,0.00,N/A
104.21.234.29,4,4,0.00,148.81,0.00,N/A
104.17.76.83,4,4,0.00,148.84,0.00,N/A
104.17.206.112,4,4,0.00,148.86,0.00,N/A
104.16.114.202,4,4,0.00,148.92,0.00,N/A
104.18.176.149,4,4,0.00,148.92,0.00,N/A
104.17.66.174,4,4,0.00,148.93,0.00,N/A
104.17.32.193,4,4,0.00,149.01,0.00,N/A
104.18.20.131,4,4,0.00,149.02,0.00,N/A
104.16.23.144,4,4,0.00,149.04,0.00,N/A
104.18.24.141,4,4,0.00,149.07,0.00,N/A
172.64.85.76,4,4,0.00,149.17,0.00,N/A
104.17.99.98,4,4,0.00,149.21,0.00,N/A
104.18.0.159,4,4,0.00,149.23,0.00,N/A
104.16.109.70,4,4,0.00,149.27,0.00,N/A
104.17.153.202,4,4,0.00,149.28,0.00,N/A
104.16.96.46,4,4,0.00,149.30,0.00,N/A
162.159.240.246,4,4,0.00,149.37,0.00,N/A
104.16.207.82,4,4,0.00,149.39,0.00,N/A
104.17.132.146,4,4,0.00,149.40,0.00,N/A
104.16.215.13,4,4,0.00,149.44,0.00,N/A
104.17.200.19,4,4,0.00,149.49,0.00,N/A
104.21.230.219,4,4,0.00,149.53,0.00,N/A
104.16.57.141,4,4,0.00,149.61,0.00,N/A
104.18.8.75,4,4,0.00,149.62,0.00,N/A
104.18.107.132,4,4,0.00,149.66,0.00,N/A
104.18.62.153,4,4,0.00,149.73,0.00,N/A
198.41.199.116,4,4,0.00,149.77,0.00,N/A
104.18.184.173,4,4,0.00,149.80,0.00,N/A
162.159.246.51,4,4,0.00,149.86,0.00,N/A
104.18.31.222,4,4,0.00,149.93,0.00,N/A
104.17.96.143,4,4,0.00,149.95,0.00,N/A
